WORKORDERID,DESCRIPTION,INITIATEDATE,REGULARCOST,OVERTIMECOST,OTHERCOST,COST,FINISHDATE,STARTDATE,TRANSDATE,LABORSID
332757,Water Main Repair Break,1/2/13 8:49,207.68,0,0,207.68,12/28/12 0:00,12/28/12 0:00,1/2/13 8:52,1032
332757,Water Main Repair Break,1/2/13 8:49,198.32,0,0,198.32,12/28/12 0:00,12/28/12 0:00,1/2/13 8:52,90832
332757,Water Main Repair Break,1/2/13 8:49,189.12,0,0,189.12,12/28/12 0:00,12/28/12 0:00,1/2/13 8:52,90777
332757,Water Main Repair Break,1/2/13 8:49,176.88,0,0,176.88,12/28/12 0:00,12/28/12 0:00,1/2/13 8:52,121388
332757,Water Main Repair Break,1/2/13 8:49,0,16.58,0,16.58,12/28/12 0:00,12/28/12 0:00,1/2/13 8:52,121388
332757,Water Main Repair Break,1/2/13 8:49,162,0,0,162,12/28/12 0:00,12/28/12 0:00,1/2/13 8:53,133997
332990,Water Main Repair Break,1/3/13 9:34,203.04,0,0,203.04,12/28/12 0:00,12/28/12 0:00,1/3/13 9:40,56443
332990,Water Main Repair Break,1/3/13 9:34,207.68,0,0,207.68,12/28/12 0:00,12/28/12 0:00,1/3/13 9:40,7359
332990,Water Main Repair Break,1/3/13 9:34,176.88,0,0,176.88,12/28/12 0:00,12/28/12 0:00,1/3/13 9:40,121391
332990,Water Main Repair Break,1/3/13 9:34,162,0,0,162,12/28/12 0:00,12/28/12 0:00,1/3/13 9:40,136012
332990,Water Main Repair Break,1/3/13 9:34,181.2,0,0,181.2,12/28/12 0:00,12/28/12 0:00,1/3/13 9:41,56455
332990,Water Main Repair Break,1/3/13 9:34,0,16.99,0,16.99,12/28/12 0:00,12/28/12 0:00,1/3/13 9:41,56455
332990,Water Main Repair Break,1/3/13 9:34,0,22,0,22,12/28/12 0:00,12/28/12 0:00,1/3/13 9:41,7360
332990,Water Main Repair Break,1/3/13 9:34,234.64,0,0,234.64,12/28/12 0:00,12/28/12 0:00,1/3/13 9:41,7360
333296,Water Main Repair Break,1/7/13 10:34,0,227.81,0,227.81,1/5/13 0:00,1/5/13 0:00,1/7/13 10:39,136012
333296,Water Main Repair Break,1/7/13 10:34,0,248.74,0,248.74,1/5/13 0:00,1/5/13 0:00,1/7/13 10:39,121391
333296,Water Main Repair Break,1/7/13 10:34,0,351.96,0,351.96,1/5/13 0:00,1/5/13 0:00,1/7/13 10:39,7357
333296,Water Main Repair Break,1/7/13 10:34,0,304.56,0,304.56,1/5/13 0:00,1/5/13 0:00,1/7/13 10:39,56443
333296,Water Main Repair Break,1/7/13 10:34,0,278.89,0,278.89,1/5/13 0:00,1/5/13 0:00,1/7/13 10:39,90832
333304,Water Main Repair Break,1/7/13 11:06,0,266.49,0,266.49,1/6/13 0:00,1/6/13 0:00,1/7/13 11:08,780
333304,Water Main Repair Break,1/7/13 11:06,0,198.99,0,198.99,1/6/13 0:00,1/6/13 0:00,1/7/13 11:09,121388
333304,Water Main Repair Break,1/7/13 11:06,0,263.97,0,263.97,1/6/13 0:00,1/6/13 0:00,1/7/13 11:09,783
333304,Water Main Repair Break,1/7/13 11:06,0,285.97,0,285.97,1/6/13 0:00,1/6/13 0:00,1/7/13 11:09,7357
333304,Water Main Repair Break,1/7/13 11:06,0,151.88,0,151.88,1/6/13 0:00,1/6/13 0:00,1/7/13 11:09,133997
333304,Water Main Repair Break,1/7/13 11:06,0,343.45,0,343.45,1/6/13 0:00,1/6/13 0:00,1/7/13 11:09,22
333352,Water Main Repair Break,1/8/13 8:26,101.25,0,0,101.25,1/8/13 0:00,1/8/13 0:00,1/9/13 13:12,136012
333352,Water Main Repair Break,1/8/13 8:26,110.55,0,0,110.55,1/8/13 0:00,1/8/13 0:00,1/9/13 13:12,121391
333352,Water Main Repair Break,1/8/13 8:26,115.85,0,0,115.85,1/8/13 0:00,1/8/13 0:00,1/9/13 13:13,121387
333352,Water Main Repair Break,1/8/13 8:26,129.8,0,0,129.8,1/8/13 0:00,1/8/13 0:00,1/9/13 13:13,56446
333352,Water Main Repair Break,1/8/13 8:26,126.9,0,0,126.9,1/8/13 0:00,1/8/13 0:00,1/9/13 13:13,56443
333559,Water Main Repair Break,1/10/13 8:24,162,0,0,162,1/10/13 0:00,1/8/13 0:00,1/10/13 8:29,133997
333559,Water Main Repair Break,1/10/13 8:24,181.2,0,0,181.2,1/10/13 0:00,1/8/13 0:00,1/10/13 8:29,56455
333559,Water Main Repair Break,1/10/13 8:24,176.88,0,0,176.88,1/10/13 0:00,1/8/13 0:00,1/10/13 8:30,121386
333559,Water Main Repair Break,1/10/13 8:24,207.68,0,0,207.68,1/10/13 0:00,1/8/13 0:00,1/10/13 8:30,7359
333660,Water Main Repair Break,1/11/13 8:11,146.41,0,0,146.41,1/11/13 0:00,1/11/13 0:00,1/15/13 12:46,88770
333660,Water Main Repair Break,1/11/13 8:11,130.02,0,0,130.02,1/11/13 0:00,1/11/13 0:00,1/15/13 12:46,90777
333660,Water Main Repair Break,1/11/13 8:11,207.68,0,0,207.68,1/11/13 0:00,1/11/13 0:00,1/15/13 12:46,1032
333660,Water Main Repair Break,1/11/13 8:11,176.88,0,0,176.88,1/11/13 0:00,1/11/13 0:00,1/15/13 12:46,121388
333660,Water Main Repair Break,1/11/13 8:11,150.1,0,0,150.1,1/11/13 0:00,1/11/13 0:00,1/15/13 12:47,772
333660,Water Main Repair Break,1/11/13 8:11,136.35,0,0,136.35,1/11/13 0:00,1/11/13 0:00,1/15/13 12:47,90832
333660,Water Main Repair Break,1/11/13 8:11,96.72,0,0,96.72,1/11/13 0:00,1/11/13 0:00,1/15/13 12:48,56449
333683,Water Main Repair Break,1/11/13 13:02,103.84,0,0,103.84,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,56446
333683,Water Main Repair Break,1/11/13 13:02,0,116.82,0,116.82,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,56446
333683,Water Main Repair Break,1/11/13 13:02,0,114.21,0,114.21,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,56443
333683,Water Main Repair Break,1/11/13 13:02,101.52,0,0,101.52,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,56443
333683,Water Main Repair Break,1/11/13 13:02,92.68,0,0,92.68,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,121387
333683,Water Main Repair Break,1/11/13 13:02,0,104.27,0,104.27,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,121387
333683,Water Main Repair Break,1/11/13 13:02,0,99.5,0,99.5,1/10/13 0:00,1/10/13 0:00,1/11/13 13:05,121391
333683,Water Main Repair Break,1/11/13 13:02,88.44,0,0,88.44,1/10/13 0:00,1/10/13 0:00,1/11/13 13:06,121391
333683,Water Main Repair Break,1/11/13 13:02,88.44,0,0,88.44,1/10/13 0:00,1/10/13 0:00,1/11/13 13:06,121388
333683,Water Main Repair Break,1/11/13 13:02,0,99.5,0,99.5,1/10/13 0:00,1/10/13 0:00,1/11/13 13:06,121388
333683,Water Main Repair Break,1/11/13 13:02,130.84,0,0,130.84,1/10/13 0:00,1/10/13 0:00,1/11/13 13:06,22
333683,Water Main Repair Break,1/11/13 13:02,0,122.66,0,122.66,1/10/13 0:00,1/10/13 0:00,1/11/13 13:06,22
333898,Water Main Repair Break,1/15/13 12:21,159.72,0,0,159.72,1/10/13 0:00,1/10/13 0:00,1/15/13 12:35,88770
333898,Water Main Repair Break,1/15/13 12:21,163.74,0,0,163.74,1/10/13 0:00,1/10/13 0:00,1/15/13 12:35,772
333898,Water Main Repair Break,1/15/13 12:21,155.76,0,0,155.76,1/10/13 0:00,1/10/13 0:00,1/15/13 12:35,1032
333898,Water Main Repair Break,1/15/13 12:21,141.84,0,0,141.84,1/10/13 0:00,1/10/13 0:00,1/15/13 12:36,90777
333898,Water Main Repair Break,1/15/13 12:21,148.74,0,0,148.74,1/10/13 0:00,1/10/13 0:00,1/15/13 12:36,90832
334406,Water Main Repair Break,1/22/13 9:35,148.74,0,0,148.74,1/18/13 0:00,1/18/13 0:00,1/22/13 9:40,90832
334406,Water Main Repair Break,1/22/13 9:35,163.74,0,0,163.74,1/18/13 0:00,1/18/13 0:00,1/22/13 9:41,56440
334406,Water Main Repair Break,1/22/13 9:35,141.84,0,0,141.84,1/18/13 0:00,1/18/13 0:00,1/22/13 9:41,90777
334406,Water Main Repair Break,1/22/13 9:35,163.74,0,0,163.74,1/18/13 0:00,1/18/13 0:00,1/22/13 9:41,772
334416,Water Main Repair Break,1/22/13 10:36,212.96,0,0,212.96,1/17/13 0:00,1/17/13 0:00,1/22/13 10:44,88770
334416,Water Main Repair Break,1/22/13 10:36,198.32,0,0,198.32,1/17/13 0:00,1/17/13 0:00,1/22/13 10:44,90832
334416,Water Main Repair Break,1/22/13 10:36,218.32,0,0,218.32,1/17/13 0:00,1/17/13 0:00,1/22/13 10:44,772
334416,Water Main Repair Break,1/22/13 10:36,189.12,0,0,189.12,1/17/13 0:00,1/17/13 0:00,1/22/13 10:44,90777
334487,Water Main Repair Break,1/23/13 11:27,66.55,0,0,66.55,1/23/13 0:00,1/23/13 0:00,1/25/13 14:18,88770
334487,Water Main Repair Break,1/23/13 11:27,0,39.93,0,39.93,1/23/13 0:00,1/23/13 0:00,1/25/13 14:18,88770
334487,Water Main Repair Break,1/23/13 11:27,0,35.46,0,35.46,1/23/13 0:00,1/23/13 0:00,1/25/13 14:18,90777
334487,Water Main Repair Break,1/23/13 11:27,59.1,0,0,59.1,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,90777
334487,Water Main Repair Break,1/23/13 11:27,64.9,0,0,64.9,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,1032
334487,Water Main Repair Break,1/23/13 11:27,0,38.94,0,38.94,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,1032
334487,Water Main Repair Break,1/23/13 11:27,0,33.17,0,33.17,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,121388
334487,Water Main Repair Break,1/23/13 11:27,55.28,0,0,55.28,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,121388
334487,Water Main Repair Break,1/23/13 11:27,63.45,0,0,63.45,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,56443
334487,Water Main Repair Break,1/23/13 11:27,0,38.07,0,38.07,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,56443
334487,Water Main Repair Break,1/23/13 11:27,0,40.94,0,40.94,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,56440
334487,Water Main Repair Break,1/23/13 11:27,68.23,0,0,68.23,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,56440
334487,Water Main Repair Break,1/23/13 11:27,61.98,0,0,61.98,1/23/13 0:00,1/23/13 0:00,1/25/13 14:19,90832
334487,Water Main Repair Break,1/23/13 11:27,0,37.19,0,37.19,1/23/13 0:00,1/23/13 0:00,1/25/13 14:20,90832
334899,Water Main Repair Break,1/30/13 8:38,0,132.66,0,132.66,1/26/13 0:00,1/26/13 0:00,1/30/13 8:39,121388
334899,Water Main Repair Break,1/30/13 8:38,0,152.28,0,152.28,1/26/13 0:00,1/26/13 0:00,1/30/13 8:39,780
334899,Water Main Repair Break,1/30/13 8:38,0,148.74,0,148.74,1/26/13 0:00,1/26/13 0:00,1/30/13 8:39,90832
334899,Water Main Repair Break,1/30/13 8:38,0,175.98,0,175.98,1/26/13 0:00,1/26/13 0:00,1/30/13 8:39,783
334899,Water Main Repair Break,1/30/13 8:38,0,121.5,0,121.5,1/26/13 0:00,1/26/13 0:00,1/30/13 8:40,134000
334899,Water Main Repair Break,1/30/13 8:38,0,196.26,0,196.26,1/26/13 0:00,1/26/13 0:00,1/30/13 8:40,22
335084,Water Main Repair Break,2/1/13 9:31,81,0,0,81,2/1/13 0:00,2/1/13 0:00,2/5/13 9:38,136012
335084,Water Main Repair Break,2/1/13 9:31,88.44,0,0,88.44,2/1/13 0:00,2/1/13 0:00,2/5/13 9:38,121391
335084,Water Main Repair Break,2/1/13 9:31,94.56,0,0,94.56,2/1/13 0:00,2/1/13 0:00,2/5/13 9:38,90777
335084,Water Main Repair Break,2/1/13 9:31,117.32,0,0,117.32,2/1/13 0:00,2/1/13 0:00,2/5/13 9:38,7357
335084,Water Main Repair Break,2/1/13 9:31,101.64,0,0,101.64,2/1/13 0:00,2/1/13 0:00,2/5/13 9:39,20
335084,Water Main Repair Break,2/1/13 9:31,88.44,0,0,88.44,2/1/13 0:00,2/1/13 0:00,2/5/13 9:39,121388
335123,Water Main Repair Break,2/1/13 13:20,0,266.49,0,266.49,1/26/13 0:00,1/26/13 0:00,2/1/13 13:44,780
335123,Water Main Repair Break,2/1/13 13:20,0,197.44,0,197.44,1/26/13 0:00,1/26/13 0:00,2/1/13 13:44,134000
335123,Water Main Repair Break,2/1/13 13:20,0,285.97,0,285.97,1/26/13 0:00,1/26/13 0:00,2/1/13 13:44,783
335123,Water Main Repair Break,2/1/13 13:20,0,232.16,0,232.16,1/26/13 0:00,1/26/13 0:00,2/1/13 13:44,121388
335123,Water Main Repair Break,2/1/13 13:20,0,260.3,0,260.3,1/26/13 0:00,1/26/13 0:00,2/1/13 13:44,90832
335127,Water Main Repair Break,2/1/13 14:21,218.32,0,0,218.32,1/24/13 0:00,1/24/13 0:00,2/1/13 14:27,772
335127,Water Main Repair Break,2/1/13 14:21,0,143.27,0,143.27,1/24/13 0:00,1/24/13 0:00,2/1/13 14:27,772
335127,Water Main Repair Break,2/1/13 14:21,38.07,0,0,38.07,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,56443
335127,Water Main Repair Break,2/1/13 14:21,0,133.24,0,133.24,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,56443
335127,Water Main Repair Break,2/1/13 14:21,176.88,0,0,176.88,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,121388
335127,Water Main Repair Break,2/1/13 14:21,0,116.08,0,116.08,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,121388
335127,Water Main Repair Break,2/1/13 14:21,0,130.15,0,130.15,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,90832
335127,Water Main Repair Break,2/1/13 14:21,198.32,0,0,198.32,1/24/13 0:00,1/24/13 0:00,2/1/13 14:28,90832
335127,Water Main Repair Break,2/1/13 14:21,186.34,0,0,186.34,1/24/13 0:00,1/24/13 0:00,2/1/13 14:29,56446
335133,Water Main Repair Break,2/1/13 15:02,63.94,0,0,63.94,1/28/13 0:00,1/28/13 0:00,2/1/13 15:05,38275
335133,Water Main Repair Break,2/1/13 15:02,0,311.71,0,311.71,1/28/13 0:00,1/28/13 0:00,2/1/13 15:05,38275
335133,Water Main Repair Break,2/1/13 15:02,0,241.7,0,241.7,1/28/13 0:00,1/28/13 0:00,2/1/13 15:05,90832
335133,Water Main Repair Break,2/1/13 15:02,24.79,0,0,24.79,1/28/13 0:00,1/28/13 0:00,2/1/13 15:06,90832
335133,Water Main Repair Break,2/1/13 15:02,23.64,0,0,23.64,1/28/13 0:00,1/28/13 0:00,2/1/13 15:06,90777
335133,Water Main Repair Break,2/1/13 15:02,25.96,0,0,25.96,1/28/13 0:00,1/28/13 0:00,2/1/13 15:06,1032
335133,Water Main Repair Break,2/1/13 15:02,0,253.11,0,253.11,1/28/13 0:00,1/28/13 0:00,2/1/13 15:06,1032
335133,Water Main Repair Break,2/1/13 15:02,0,230.49,0,230.49,1/28/13 0:00,1/28/13 0:00,2/1/13 15:06,90777
335133,Water Main Repair Break,2/1/13 15:02,29.33,0,0,29.33,1/28/13 0:00,1/28/13 0:00,2/1/13 15:07,783
335133,Water Main Repair Break,2/1/13 15:02,0,285.97,0,285.97,1/28/13 0:00,1/28/13 0:00,2/1/13 15:07,783
335133,Water Main Repair Break,2/1/13 15:02,0,197.44,0,197.44,1/28/13 0:00,1/28/13 0:00,2/1/13 15:07,134000
335133,Water Main Repair Break,2/1/13 15:02,20.25,0,0,20.25,1/28/13 0:00,1/28/13 0:00,2/1/13 15:07,134000
335133,Water Main Repair Break,2/1/13 15:02,22.11,0,0,22.11,1/28/13 0:00,1/28/13 0:00,2/1/13 15:08,121388
335133,Water Main Repair Break,2/1/13 15:02,0,215.57,0,215.57,1/28/13 0:00,1/28/13 0:00,2/1/13 15:08,121388
335308,Water Main Repair Break,2/5/13 8:51,159.72,0,0,159.72,1/31/13 0:00,1/31/13 0:00,2/5/13 9:14,88770
335308,Water Main Repair Break,2/5/13 8:51,141.84,0,0,141.84,1/31/13 0:00,1/31/13 0:00,2/5/13 9:14,90777
335308,Water Main Repair Break,2/5/13 8:51,155.76,0,0,155.76,1/31/13 0:00,1/31/13 0:00,2/5/13 9:14,1032
335308,Water Main Repair Break,2/5/13 8:51,132.66,0,0,132.66,1/31/13 0:00,1/31/13 0:00,2/5/13 9:14,121391
335308,Water Main Repair Break,2/5/13 8:51,132.66,0,0,132.66,1/31/13 0:00,1/31/13 0:00,2/5/13 9:14,121388
335358,Water Main Repair Break,2/5/13 15:49,159.85,0,0,159.85,2/5/13 0:00,2/5/13 0:00,2/6/13 11:20,38275
335358,Water Main Repair Break,2/5/13 15:49,165.48,0,0,165.48,2/5/13 0:00,2/5/13 0:00,2/6/13 11:20,56455
335358,Water Main Repair Break,2/5/13 15:49,162.19,0,0,162.19,2/5/13 0:00,2/5/13 0:00,2/6/13 11:20,121387
335358,Water Main Repair Break,2/5/13 15:49,141.75,0,0,141.75,2/5/13 0:00,2/5/13 0:00,2/6/13 11:20,136012
335358,Water Main Repair Break,2/5/13 15:49,165.48,0,0,165.48,2/5/13 0:00,2/5/13 0:00,2/6/13 11:21,90777
335358,Water Main Repair Break,2/5/13 15:49,147.98,0,0,147.98,2/5/13 0:00,2/5/13 0:00,2/6/13 11:21,129418
336554,Water Main Repair Break,2/8/13 9:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336917,Water Main Repair Break,2/12/13 14:36,0,88.65,0,88.65,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,56455
336917,Water Main Repair Break,2/12/13 14:36,82.74,0,0,82.74,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,56455
336917,Water Main Repair Break,2/12/13 14:36,70.88,0,0,70.88,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,134000
336917,Water Main Repair Break,2/12/13 14:36,0,75.94,0,75.94,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,134000
336917,Water Main Repair Break,2/12/13 14:36,102.65,0,0,102.65,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,15
336917,Water Main Repair Break,2/12/13 14:36,102.65,0,0,102.65,2/8/13 0:00,2/8/13 0:00,2/14/13 8:12,783
336917,Water Main Repair Break,2/12/13 14:36,0,109.99,0,109.99,2/8/13 0:00,2/8/13 0:00,2/14/13 8:13,783
336917,Water Main Repair Break,2/12/13 14:36,0,59.9,0,59.9,2/8/13 0:00,2/8/13 0:00,2/14/13 8:13,56446
336917,Water Main Repair Break,2/12/13 14:36,93.17,0,0,93.17,2/8/13 0:00,2/8/13 0:00,2/14/13 8:13,56446
336917,Water Main Repair Break,2/12/13 14:36,0,87.99,0,87.99,2/8/13 0:00,2/8/13 0:00,2/14/13 8:13,15
337005,Water Main Repair Break,2/14/13 8:19,88.83,0,0,88.83,2/8/13 0:00,2/8/13 0:00,2/14/13 8:31,56443
337005,Water Main Repair Break,2/14/13 8:19,0,95.17,0,95.17,2/8/13 0:00,2/8/13 0:00,2/14/13 8:31,56443
337005,Water Main Repair Break,2/14/13 8:19,0,97.35,0,97.35,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,7359
337005,Water Main Repair Break,2/14/13 8:19,90.86,0,0,90.86,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,7359
337005,Water Main Repair Break,2/14/13 8:19,84.63,0,0,84.63,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,56449
337005,Water Main Repair Break,2/14/13 8:19,86.77,0,0,86.77,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,90832
337005,Water Main Repair Break,2/14/13 8:19,0,92.96,0,92.96,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,90832
337005,Water Main Repair Break,2/14/13 8:19,0,75.94,0,75.94,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,133997
337005,Water Main Repair Break,2/14/13 8:19,70.88,0,0,70.88,2/8/13 0:00,2/8/13 0:00,2/14/13 8:32,133997
337005,Water Main Repair Break,2/14/13 8:19,81.1,0,0,81.1,2/8/13 0:00,2/8/13 0:00,2/14/13 8:33,121387
337005,Water Main Repair Break,2/14/13 8:19,0,86.89,0,86.89,2/8/13 0:00,2/8/13 0:00,2/14/13 8:33,121387
337110,Water Main Repair Break,2/15/13 12:47,141.84,0,0,141.84,2/8/13 0:00,2/8/13 0:00,2/19/13 8:28,90777
337110,Water Main Repair Break,2/15/13 12:47,132.66,0,0,132.66,2/8/13 0:00,2/8/13 0:00,2/19/13 8:31,121388
337110,Water Main Repair Break,2/15/13 12:47,155.76,0,0,155.76,2/8/13 0:00,2/8/13 0:00,2/19/13 8:31,1032
337110,Water Main Repair Break,2/15/13 12:47,132.66,0,0,132.66,2/8/13 0:00,2/8/13 0:00,2/19/13 8:32,121391
337110,Water Main Repair Break,2/15/13 12:47,121.5,0,0,121.5,2/8/13 0:00,2/8/13 0:00,2/19/13 9:44,136012
337280,Water Main Repair Break,2/19/13 8:47,0,263.97,0,263.97,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,7357
337280,Water Main Repair Break,2/19/13 8:47,0,245.61,0,245.61,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,56440
337280,Water Main Repair Break,2/19/13 8:47,0,212.76,0,212.76,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,90777
337280,Water Main Repair Break,2/19/13 8:47,0,233.64,0,233.64,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,1032
337280,Water Main Repair Break,2/19/13 8:47,0,228.42,0,228.42,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,780
337280,Water Main Repair Break,2/19/13 8:47,0,318.92,0,318.92,2/17/13 0:00,2/17/13 0:00,2/19/13 8:49,22
337663,Water Main Repair Break,2/25/13 8:27,0,329.96,0,329.96,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,7357
337663,Water Main Repair Break,2/25/13 8:27,0,307.01,0,307.01,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,56440
337663,Water Main Repair Break,2/25/13 8:27,0,307.01,0,307.01,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,772
337663,Water Main Repair Break,2/25/13 8:27,0,227.81,0,227.81,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,136012
337663,Water Main Repair Break,2/25/13 8:27,0,285.52,0,285.52,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,780
337663,Water Main Repair Break,2/25/13 8:27,0,278.89,0,278.89,2/23/13 0:00,2/23/13 0:00,2/25/13 8:37,90832
338300,Water Main Repair Break,3/4/13 10:50,212.96,0,0,212.96,3/4/13 0:00,3/4/13 0:00,3/19/13 14:13,88770
338300,Water Main Repair Break,3/4/13 10:50,218.32,0,0,218.32,3/4/13 0:00,3/4/13 0:00,3/19/13 14:14,772
338300,Water Main Repair Break,3/4/13 10:50,176.88,0,0,176.88,3/4/13 0:00,3/4/13 0:00,3/19/13 14:14,121388
338300,Water Main Repair Break,3/4/13 10:50,189.12,0,0,189.12,3/4/13 0:00,3/4/13 0:00,3/19/13 14:14,90777
338300,Water Main Repair Break,3/4/13 10:50,203.04,0,0,203.04,3/4/13 0:00,3/4/13 0:00,3/19/13 14:17,780
339896,Water Main Repair Break,3/25/13 16:01,0,304.56,0,304.56,3/22/13 0:00,3/22/13 0:00,3/25/13 16:10,780
339896,Water Main Repair Break,3/25/13 16:01,0,265.32,0,265.32,3/22/13 0:00,3/22/13 0:00,3/25/13 16:10,121391
339896,Water Main Repair Break,3/25/13 16:01,0,278.04,0,278.04,3/22/13 0:00,3/22/13 0:00,3/25/13 16:10,121387
339896,Water Main Repair Break,3/25/13 16:01,0,351.96,0,351.96,3/22/13 0:00,3/22/13 0:00,3/25/13 16:10,7357
339896,Water Main Repair Break,3/25/13 16:01,0,311.52,0,311.52,3/22/13 0:00,3/22/13 0:00,3/25/13 16:10,1032
339896,Water Main Repair Break,3/25/13 16:01,0,253.68,0,253.68,3/22/13 0:00,3/22/13 0:00,3/25/13 16:11,129418
339896,Water Main Repair Break,3/25/13 16:01,0,243,0,243,3/22/13 0:00,3/22/13 0:00,3/25/13 16:11,136012
340199,Water Main Repair Break,3/28/13 14:45,234.64,0,0,234.64,3/25/13 0:00,3/25/13 0:00,4/1/13 9:29,17
340199,Water Main Repair Break,3/28/13 14:45,234.64,0,0,234.64,3/25/13 0:00,3/25/13 0:00,4/1/13 9:29,15
340199,Water Main Repair Break,3/28/13 14:45,218.32,0,0,218.32,3/25/13 0:00,3/25/13 0:00,4/1/13 10:01,56440
340199,Water Main Repair Break,3/28/13 14:45,234.64,0,0,234.64,3/25/13 0:00,3/25/13 0:00,4/1/13 10:01,783
340199,Water Main Repair Break,3/28/13 14:45,198.32,0,0,198.32,3/25/13 0:00,3/25/13 0:00,4/1/13 10:01,90832
340720,Water Main Repair Break,4/2/13 10:04,189.12,0,0,189.12,2/22/13 0:00,2/22/13 0:00,4/2/13 10:06,90777
340720,Water Main Repair Break,4/2/13 10:04,207.68,0,0,207.68,2/22/13 0:00,2/22/13 0:00,4/2/13 10:06,1032
340720,Water Main Repair Break,4/2/13 10:04,176.88,0,0,176.88,2/22/13 0:00,2/22/13 0:00,4/2/13 10:07,121391
340720,Water Main Repair Break,4/2/13 10:04,176.88,0,0,176.88,2/22/13 0:00,2/22/13 0:00,4/2/13 10:07,121388
342595,Water Main Repair Break,4/15/13 13:06,94.56,0,0,94.56,4/12/13 0:00,4/12/13 0:00,4/15/13 13:44,90777
342595,Water Main Repair Break,4/15/13 13:06,103.84,0,0,103.84,4/12/13 0:00,4/12/13 0:00,4/15/13 13:44,7359
342595,Water Main Repair Break,4/15/13 13:06,81,0,0,81,4/12/13 0:00,4/12/13 0:00,4/15/13 13:50,133997
342595,Water Main Repair Break,4/15/13 13:06,103.84,0,0,103.84,4/12/13 0:00,4/12/13 0:00,4/15/13 13:50,1032
346816,Water Main Repair Break,5/2/13 8:55,203.04,0,0,203.04,4/19/13 0:00,4/19/13 0:00,5/2/13 9:35,780
346816,Water Main Repair Break,5/2/13 8:55,234.64,0,0,234.64,4/19/13 0:00,4/19/13 0:00,5/2/13 9:35,15
346816,Water Main Repair Break,5/2/13 8:55,189.12,0,0,189.12,4/19/13 0:00,4/19/13 0:00,5/2/13 9:35,90777
346816,Water Main Repair Break,5/2/13 8:55,198.32,0,0,198.32,4/19/13 0:00,4/19/13 0:00,5/2/13 9:35,90832
348598,Water Main Repair Break,5/17/13 10:04,0,319.41,0,319.41,5/16/13 0:00,5/16/13 0:00,5/17/13 10:12,38275
348598,Water Main Repair Break,5/17/13 10:04,0,247.45,0,247.45,5/16/13 0:00,5/16/13 0:00,5/17/13 10:13,780
348598,Water Main Repair Break,5/17/13 10:04,0,197.44,0,197.44,5/16/13 0:00,5/16/13 0:00,5/17/13 10:13,134000
348598,Water Main Repair Break,5/17/13 10:04,0,230.49,0,230.49,5/16/13 0:00,5/16/13 0:00,5/17/13 10:13,90777
348598,Water Main Repair Break,5/17/13 10:04,0,212.63,0,212.63,5/16/13 0:00,5/16/13 0:00,5/17/13 10:13,136012
348598,Water Main Repair Break,5/17/13 10:04,0,197.44,0,197.44,5/16/13 0:00,5/16/13 0:00,5/17/13 10:13,133997
