WORKORDERID,DESCRIPTION,INITIATEDATE,REGULARCOST,OVERTIMECOST,OTHERCOST,COST,FINISHDATE,STARTDATE,TRANSDATE,LABORSID
639116,Water Main Repair Break,1/7/20 11:05,128.36,0,0,128.36,1/9/20 7:28,1/9/20 7:28,1/10/20 7:30,1032
639116,Water Main Repair Break,1/7/20 11:05,105.04,0,0,105.04,1/9/20 7:33,1/9/20 7:33,1/10/20 7:34,149306
639177,Water Main Repair Break,1/8/20 6:20,0,336.945,0,336.945,1/8/20 6:21,1/8/20 6:21,1/9/20 6:24,781
639177,Water Main Repair Break,1/8/20 6:20,0,275.94,0,275.94,1/8/20 6:21,1/8/20 6:21,1/9/20 6:24,149311
639177,Water Main Repair Break,1/8/20 6:20,0,336.945,0,336.945,1/8/20 6:21,1/8/20 6:21,1/9/20 6:24,17
639177,Water Main Repair Break,1/8/20 6:20,0,313.215,0,313.215,1/8/20 6:21,1/8/20 6:21,1/9/20 6:24,19
639177,Water Main Repair Break,1/8/20 6:20,0,63.39,0,63.39,1/8/20 6:21,1/8/20 6:21,1/9/20 6:24,149607
639177,Water Main Repair Break,1/8/20 6:20,176.495,0,0,176.495,1/8/20 6:21,1/8/20 6:21,1/9/20 6:25,17
639177,Water Main Repair Break,1/8/20 6:20,116.215,0,0,116.215,1/8/20 6:21,1/8/20 6:21,1/9/20 6:25,149607
639177,Water Main Repair Break,1/8/20 6:20,176.495,0,0,176.495,1/8/20 6:21,1/8/20 6:21,1/9/20 6:25,7359
639177,Water Main Repair Break,1/8/20 6:20,144.54,0,0,144.54,1/8/20 6:21,1/8/20 6:21,1/9/20 6:25,149311
639177,Water Main Repair Break,1/8/20 6:20,176.495,0,0,176.495,1/8/20 6:21,1/8/20 6:21,1/9/20 6:25,781
639177,Water Main Repair Break,1/8/20 6:20,0,124.92,0,124.92,1/8/20 6:21,1/8/20 6:21,1/9/20 6:27,56443
639177,Water Main Repair Break,1/8/20 6:20,0,115.245,0,115.245,1/8/20 6:21,1/8/20 6:21,1/9/20 6:27,149283
639177,Water Main Repair Break,1/8/20 6:20,0,104.625,0,104.625,1/8/20 6:21,1/8/20 6:21,1/9/20 6:27,149585
639177,Water Main Repair Break,1/8/20 6:20,0,144.405,0,144.405,1/8/20 6:21,1/8/20 6:21,1/9/20 6:27,90832
640588,Water Main Repair Break,1/21/20 1:32,0,0,74.64,74.64,1/21/20 1:34,1/21/20 1:34,1/21/20 1:35,149465
640588,Water Main Repair Break,1/21/20 1:32,0,0,67.89,67.89,1/21/20 1:34,1/21/20 1:34,1/21/20 1:35,149607
640588,Water Main Repair Break,1/21/20 1:32,0,0,91.32,91.32,1/21/20 1:34,1/21/20 1:34,1/21/20 2:12,19
640588,Water Main Repair Break,1/21/20 1:32,0,410.94,0,410.94,1/21/20 1:34,1/21/20 1:34,1/21/20 2:12,19
640588,Water Main Repair Break,1/21/20 1:32,0,305.505,0,305.505,1/21/20 1:34,1/21/20 1:34,1/21/20 2:13,149607
640588,Water Main Repair Break,1/21/20 1:32,0,0,0,335.88,1/21/20 1:34,1/21/20 1:34,1/21/20 7:27,149465
640588,Water Main Repair Break,1/21/20 1:32,0,0,80.88,80.88,1/21/20 1:34,1/21/20 1:34,1/21/20 7:27,149008
640588,Water Main Repair Break,1/21/20 1:32,0,0,0,363.96,1/21/20 1:34,1/21/20 1:34,1/21/20 7:27,149008
640588,Water Main Repair Break,1/21/20 1:32,0,0,98.25,98.25,1/21/20 1:34,1/21/20 1:34,1/21/20 7:27,90832
640588,Water Main Repair Break,1/21/20 1:32,0,0,0,442.125,1/21/20 1:34,1/21/20 1:34,1/21/20 7:28,90832
641054,Water Main Repair Break,1/27/20 6:04,0,0,131.73,131.73,1/25/20 6:07,1/25/20 6:07,1/27/20 6:07,38275
641054,Water Main Repair Break,1/27/20 6:04,0,65.865,0,65.865,1/25/20 6:07,1/25/20 6:07,1/27/20 6:07,38275
641055,Water Main Repair Break,1/27/20 6:11,169.86,0,0,169.86,1/27/20 13:38,1/27/20 13:38,1/27/20 13:43,56443
641055,Water Main Repair Break,1/27/20 6:11,160.68,0,0,160.68,1/27/20 13:38,1/27/20 13:38,1/27/20 13:43,149240
641055,Water Main Repair Break,1/27/20 6:11,164.52,0,0,164.52,1/27/20 13:38,1/27/20 13:38,1/27/20 13:43,149306
641055,Water Main Repair Break,1/27/20 6:11,196.5,0,0,196.5,1/27/20 13:38,1/27/20 13:38,1/27/20 13:43,1032
641055,Water Main Repair Break,1/27/20 6:11,160.68,0,0,160.68,1/27/20 13:38,1/27/20 13:38,1/27/20 13:43,149283
642797,Water Main Repair Break,2/1/20 18:38,0,0,98.25,98.25,2/1/20 8:11,2/1/20 8:11,2/2/20 8:23,17
642797,Water Main Repair Break,2/1/20 18:38,0,0,98.25,98.25,2/1/20 8:11,2/1/20 8:11,2/2/20 8:23,1032
642797,Water Main Repair Break,2/1/20 18:38,0,0,84.45,84.45,2/1/20 8:11,2/1/20 8:11,2/2/20 8:23,149311
642797,Water Main Repair Break,2/1/20 18:38,0,0,91.32,91.32,2/1/20 8:11,2/1/20 8:11,2/2/20 8:23,134000
642797,Water Main Repair Break,2/1/20 18:38,0,0,67.89,67.89,2/1/20 8:11,2/1/20 8:11,2/2/20 8:23,149607
642797,Water Main Repair Break,2/1/20 18:38,0,196.5,0,196.5,2/1/20 8:11,2/1/20 8:11,2/2/20 8:24,1032
642797,Water Main Repair Break,2/1/20 18:38,0,159.81,0,159.81,2/1/20 8:11,2/1/20 8:11,2/2/20 8:24,134000
642797,Water Main Repair Break,2/1/20 18:38,0,126.675,0,126.675,2/1/20 8:11,2/1/20 8:11,2/2/20 8:24,149311
642797,Water Main Repair Break,2/1/20 18:38,0,118.8075,0,118.8075,2/1/20 8:11,2/1/20 8:11,2/2/20 8:24,149607
642797,Water Main Repair Break,2/1/20 18:38,0,147.375,0,147.375,2/1/20 8:11,2/1/20 8:11,2/2/20 8:48,17
643055,Water Main Repair Break,2/5/20 9:06,226.48,0,0,226.48,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,56443
643055,Water Main Repair Break,2/5/20 9:06,219.36,0,0,219.36,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,149306
643055,Water Main Repair Break,2/5/20 9:06,243.52,0,0,243.52,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,90777
643055,Water Main Repair Break,2/5/20 9:06,262,0,0,262,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,1032
643055,Water Main Repair Break,2/5/20 9:06,262,0,0,262,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,90832
643055,Water Main Repair Break,2/5/20 9:06,214.24,0,0,214.24,2/5/20 13:59,2/5/20 13:59,2/5/20 14:05,149283
643055,Water Main Repair Break,2/5/20 9:06,0,21.7125,0,21.7125,2/5/20 12:33,2/5/20 12:33,2/6/20 12:36,129419
643899,Water Main Repair Break,2/13/20 0:25,0,0,82.26,82.26,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,149306
643899,Water Main Repair Break,2/13/20 0:25,0,0,91.32,91.32,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,90777
643899,Water Main Repair Break,2/13/20 0:25,0,0,67.89,67.89,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,149607
643899,Water Main Repair Break,2/13/20 0:25,0,0,91.32,91.32,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,134000
643899,Water Main Repair Break,2/13/20 0:25,0,0,80.34,80.34,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,149283
643899,Water Main Repair Break,2/13/20 0:25,0,0,98.25,98.25,2/13/20 1:09,2/13/20 1:09,2/13/20 1:11,1032
643899,Water Main Repair Break,2/13/20 0:25,0,343.875,0,343.875,2/13/20 1:09,2/13/20 1:09,2/13/20 4:32,1032
643899,Water Main Repair Break,2/13/20 0:25,0,267.345,0,267.345,2/13/20 1:09,2/13/20 1:09,2/13/20 4:33,149306
643899,Water Main Repair Break,2/13/20 0:25,0,296.79,0,296.79,2/13/20 1:09,2/13/20 1:09,2/13/20 4:33,134000
643899,Water Main Repair Break,2/13/20 0:25,0,261.105,0,261.105,2/13/20 1:09,2/13/20 1:09,2/13/20 4:33,149283
643899,Water Main Repair Break,2/13/20 0:25,0,319.62,0,319.62,2/13/20 1:09,2/13/20 1:09,2/13/20 4:34,90777
643899,Water Main Repair Break,2/13/20 0:25,0,0,0,203.67,2/13/20 1:09,2/13/20 1:09,2/13/20 14:25,149607
643899,Water Main Repair Break,2/13/20 0:25,98.25,0,0,98.25,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,1032
643899,Water Main Repair Break,2/13/20 0:25,91.32,0,0,91.32,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,90777
643899,Water Main Repair Break,2/13/20 0:25,91.32,0,0,91.32,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,134000
643899,Water Main Repair Break,2/13/20 0:25,82.26,0,0,82.26,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,149306
643899,Water Main Repair Break,2/13/20 0:25,80.34,0,0,80.34,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,149283
643899,Water Main Repair Break,2/13/20 0:25,56.575,0,0,56.575,2/13/20 2:37,2/13/20 2:37,2/14/20 6:02,149607
644158,Water Main Repair Break,2/16/20 6:26,0,0,80.34,80.34,2/16/20 21:34,2/16/20 21:34,2/16/20 21:39,149283
644158,Water Main Repair Break,2/16/20 6:26,0,0,89.07,89.07,2/16/20 21:34,2/16/20 21:34,2/16/20 21:39,136012
644158,Water Main Repair Break,2/16/20 6:26,0,0,91.32,91.32,2/16/20 21:34,2/16/20 21:34,2/16/20 21:39,19
644158,Water Main Repair Break,2/16/20 6:26,0,0,98.25,98.25,2/16/20 21:34,2/16/20 21:34,2/16/20 21:39,90832
644158,Water Main Repair Break,2/16/20 6:26,0,0,98.25,98.25,2/16/20 21:34,2/16/20 21:34,2/16/20 21:39,17
644158,Water Main Repair Break,2/16/20 6:26,0,522.21,0,522.21,2/16/20 21:34,2/16/20 21:34,2/16/20 21:40,149283
644158,Water Main Repair Break,2/16/20 6:26,0,663.1875,0,663.1875,2/16/20 21:34,2/16/20 21:34,2/16/20 21:40,90832
644158,Water Main Repair Break,2/16/20 6:26,0,616.41,0,616.41,2/16/20 21:34,2/16/20 21:34,2/16/20 21:40,19
644158,Water Main Repair Break,2/16/20 6:26,0,589.5,0,589.5,2/16/20 21:34,2/16/20 21:34,2/16/20 21:41,17
644158,Water Main Repair Break,2/16/20 6:26,113.24,0,0,113.24,2/20/20 6:17,2/20/20 6:17,2/21/20 6:19,56443
644158,Water Main Repair Break,2/16/20 6:26,49.76,0,0,49.76,2/20/20 6:17,2/20/20 6:17,2/21/20 6:19,149465
644158,Water Main Repair Break,2/16/20 6:26,131,0,0,131,2/20/20 6:17,2/20/20 6:17,2/21/20 6:19,1032
644158,Water Main Repair Break,2/16/20 6:26,131,0,0,131,2/20/20 6:17,2/20/20 6:17,2/21/20 6:19,90832
644158,Water Main Repair Break,2/16/20 6:26,131,0,0,131,2/20/20 6:17,2/20/20 6:17,2/21/20 6:19,88770
644158,Water Main Repair Break,2/16/20 6:26,107.12,0,0,107.12,2/20/20 6:21,2/20/20 6:21,2/21/20 6:21,149283
644158,Water Main Repair Break,2/16/20 6:26,0,178.14,0,178.14,2/16/20 21:34,2/16/20 21:34,2/27/20 9:34,136012
644158,Water Main Repair Break,2/16/20 6:26,0,0,0,356.28,2/16/20 9:34,2/16/20 9:34,2/27/20 9:35,136012
645072,Water Main Repair Break,2/22/20 2:28,0,442.125,0,442.125,2/22/20 3:43,2/22/20 3:43,2/23/20 10:46,7357
645072,Water Main Repair Break,2/22/20 2:28,0,365.28,0,365.28,2/22/20 3:43,2/22/20 3:43,2/23/20 10:47,134000
645072,Water Main Repair Break,2/22/20 2:28,0,442.125,0,442.125,2/22/20 3:43,2/22/20 3:43,2/23/20 10:47,90832
645072,Water Main Repair Break,2/22/20 2:28,0,321.36,0,321.36,2/22/20 3:43,2/22/20 3:43,2/23/20 10:47,149283
645072,Water Main Repair Break,2/22/20 2:28,0,410.94,0,410.94,2/22/20 3:43,2/22/20 3:43,2/23/20 10:47,19
645072,Water Main Repair Break,2/22/20 2:28,0,0,98.25,98.25,2/22/20 10:45,2/22/20 10:45,2/23/20 10:50,7357
645072,Water Main Repair Break,2/22/20 2:28,0,0,98.25,98.25,2/22/20 10:45,2/22/20 10:45,2/23/20 10:50,90832
645072,Water Main Repair Break,2/22/20 2:28,0,0,91.32,91.32,2/22/20 10:45,2/22/20 10:45,2/23/20 10:50,134000
645072,Water Main Repair Break,2/22/20 2:28,0,0,80.34,80.34,2/22/20 10:45,2/22/20 10:45,2/23/20 10:50,149283
645072,Water Main Repair Break,2/22/20 2:28,0,0,91.32,91.32,2/22/20 10:45,2/22/20 10:45,2/23/20 10:51,19
645597,Water Main Repair Break,2/27/20 0:26,226.48,0,0,226.48,2/27/20 7:00,2/27/20 7:00,2/27/20 7:02,56443
645597,Water Main Repair Break,2/27/20 0:26,79.205,0,0,79.205,2/27/20 7:00,2/27/20 7:00,2/27/20 7:04,149607
645597,Water Main Repair Break,2/27/20 0:26,106.54,0,0,106.54,2/27/20 7:00,2/27/20 7:00,2/27/20 7:04,134000
645597,Water Main Repair Break,2/27/20 0:26,0,21.2325,0,21.2325,2/27/20 7:00,2/27/20 7:00,2/27/20 7:07,56443
645597,Water Main Repair Break,2/27/20 0:26,0,135.78,0,135.78,2/27/20 7:00,2/27/20 7:00,2/27/20 7:07,149607
645597,Water Main Repair Break,2/27/20 0:26,0,182.64,0,182.64,2/27/20 7:00,2/27/20 7:00,2/27/20 7:09,134000
645597,Water Main Repair Break,2/27/20 0:26,0,303.3,0,303.3,2/27/20 7:00,2/27/20 7:00,2/28/20 12:25,149008
645597,Water Main Repair Break,2/27/20 0:26,0,334.0125,0,334.0125,2/27/20 7:00,2/27/20 7:00,2/28/20 12:25,136012
645794,Water Main Repair Break,2/28/20 12:42,65.5,0,0,65.5,2/28/20 13:55,2/28/20 13:55,2/28/20 14:26,15
645794,Water Main Repair Break,2/28/20 12:42,65.5,0,0,65.5,2/28/20 13:55,2/28/20 13:55,2/28/20 14:26,7357
645794,Water Main Repair Break,2/28/20 12:42,214.24,0,0,214.24,2/28/20 13:55,2/28/20 13:55,2/29/20 16:26,149240
645794,Water Main Repair Break,2/28/20 12:42,262,0,0,262,2/28/20 13:55,2/28/20 13:55,2/29/20 16:27,88770
645794,Water Main Repair Break,2/28/20 12:42,262,0,0,262,2/28/20 13:55,2/28/20 13:55,2/29/20 16:27,1032
645794,Water Main Repair Break,2/28/20 12:42,131,0,0,131,2/28/20 13:56,2/28/20 13:56,2/29/20 16:27,17
645794,Water Main Repair Break,2/28/20 12:42,131,0,0,131,2/28/20 13:56,2/28/20 13:56,2/29/20 16:27,781
645794,Water Main Repair Break,2/28/20 12:42,199.04,0,0,199.04,2/28/20 13:55,2/28/20 13:55,2/29/20 16:27,149465
645794,Water Main Repair Break,2/28/20 12:42,243.52,0,0,243.52,2/28/20 16:39,2/28/20 16:39,2/29/20 16:40,19
645794,Water Main Repair Break,2/28/20 12:42,0,60.255,0,60.255,2/28/20 16:26,2/28/20 16:26,3/2/20 6:16,149240
645794,Water Main Repair Break,2/28/20 12:42,0,68.49,0,68.49,2/28/20 16:39,2/28/20 16:39,3/2/20 6:17,19
645794,Water Main Repair Break,2/28/20 12:42,0,73.6875,0,73.6875,2/28/20 16:26,2/28/20 16:26,3/2/20 6:17,781
645794,Water Main Repair Break,2/28/20 12:42,0,73.6875,0,73.6875,2/28/20 16:26,2/28/20 16:26,3/2/20 6:17,88770
645794,Water Main Repair Break,2/28/20 12:42,0,73.6875,0,73.6875,2/28/20 16:26,2/28/20 16:26,3/2/20 6:17,1032
645794,Water Main Repair Break,2/28/20 12:42,0,55.98,0,55.98,2/28/20 16:26,2/28/20 16:26,3/2/20 6:19,149465
645794,Water Main Repair Break,2/28/20 12:42,169.86,0,0,169.86,3/2/20 13:19,3/2/20 13:19,3/2/20 13:25,56443
645794,Water Main Repair Break,2/28/20 12:42,160.68,0,0,160.68,3/2/20 13:19,3/2/20 13:19,3/2/20 13:25,149240
645794,Water Main Repair Break,2/28/20 12:42,196.5,0,0,196.5,3/2/20 13:19,3/2/20 13:19,3/2/20 13:25,1032
645794,Water Main Repair Break,2/28/20 12:42,81.875,0,0,81.875,3/2/20 13:25,3/2/20 13:25,3/3/20 6:17,90832
645794,Water Main Repair Break,2/28/20 12:42,81.875,0,0,81.875,3/2/20 13:25,3/2/20 13:25,3/3/20 6:17,88770
647713,Water Main Repair Break,3/9/20 12:22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651729,Water Main Repair Break,4/16/20 10:13,262,0,0,262,4/17/20 12:54,4/17/20 12:54,4/17/20 13:03,88770
651729,Water Main Repair Break,4/16/20 10:13,219.36,0,0,219.36,4/17/20 12:54,4/17/20 12:54,4/17/20 13:03,149306
651729,Water Main Repair Break,4/16/20 10:13,262,0,0,262,4/17/20 12:54,4/17/20 12:54,4/17/20 13:03,1032
651729,Water Main Repair Break,4/16/20 10:13,237.52,0,0,237.52,4/17/20 12:54,4/17/20 12:54,4/17/20 13:03,136012
651729,Water Main Repair Break,4/16/20 10:13,181.04,0,0,181.04,4/17/20 12:54,4/17/20 12:54,4/17/20 13:03,149607
653052,Water Main Repair Break,4/29/20 0:46,0,0,98.25,98.25,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,7357
653052,Water Main Repair Break,4/29/20 0:46,0,0,80.88,80.88,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,149008
653052,Water Main Repair Break,4/29/20 0:46,0,0,82.26,82.26,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,149306
653052,Water Main Repair Break,4/29/20 0:46,0,0,91.32,91.32,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,90777
653052,Water Main Repair Break,4/29/20 0:46,0,0,84.93,84.93,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,56443
653052,Water Main Repair Break,4/29/20 0:46,0,294.75,0,294.75,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,7357
653052,Water Main Repair Break,4/29/20 0:46,0,246.78,0,246.78,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,149306
653052,Water Main Repair Break,4/29/20 0:46,0,242.64,0,242.64,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,149008
653052,Water Main Repair Break,4/29/20 0:46,0,0,0,273.96,4/29/20 2:58,4/29/20 2:58,4/29/20 4:18,90777
653052,Water Main Repair Break,4/29/20 0:46,0,254.79,0,254.79,4/29/20 8:41,4/29/20 8:41,4/29/20 8:41,56443
654478,Water Main Repair Break,5/19/20 6:18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654688,Water Main Repair Break,5/20/20 5:46,327.5,0,0,327.5,5/21/20 5:56,5/21/20 5:56,5/21/20 5:56,1032
654688,Water Main Repair Break,5/20/20 5:46,267.8,0,0,267.8,5/21/20 5:56,5/21/20 5:56,5/21/20 5:56,149240
654688,Water Main Repair Break,5/20/20 5:46,327.5,0,0,327.5,5/21/20 5:56,5/21/20 5:56,5/21/20 5:56,90832
654688,Water Main Repair Break,5/20/20 5:46,327.5,0,0,327.5,5/21/20 5:56,5/21/20 5:56,5/21/20 5:56,88770
654688,Water Main Repair Break,5/20/20 5:46,274.2,0,0,274.2,5/21/20 5:56,5/21/20 5:56,5/21/20 5:56,149306
655079,Water Main Repair Break,5/22/20 13:40,32.75,0,0,32.75,5/22/20 16:13,5/22/20 16:13,5/22/20 16:14,17
655079,Water Main Repair Break,5/22/20 13:40,32.75,0,0,32.75,5/22/20 16:13,5/22/20 16:13,5/22/20 16:14,7359
655079,Water Main Repair Break,5/22/20 13:40,56.62,0,0,56.62,5/22/20 17:48,5/22/20 17:48,5/22/20 17:50,148780
655079,Water Main Repair Break,5/22/20 13:40,54.84,0,0,54.84,5/22/20 17:48,5/22/20 17:48,5/22/20 17:50,149306
655079,Water Main Repair Break,5/22/20 13:40,53.56,0,0,53.56,5/22/20 17:48,5/22/20 17:48,5/22/20 17:50,149240
655079,Water Main Repair Break,5/22/20 13:40,53.56,0,0,53.56,5/22/20 17:48,5/22/20 17:48,5/22/20 17:50,149283
655079,Water Main Repair Break,5/22/20 13:40,45.26,0,0,45.26,5/22/20 17:48,5/22/20 17:48,5/22/20 17:50,149607
655079,Water Main Repair Break,5/22/20 13:40,0,120.51,0,120.51,5/22/20 18:15,5/22/20 18:15,5/22/20 18:22,149240
655079,Water Main Repair Break,5/22/20 13:40,0,123.39,0,123.39,5/22/20 18:15,5/22/20 18:15,5/22/20 18:22,149306
655079,Water Main Repair Break,5/22/20 13:40,0,120.51,0,120.51,5/22/20 18:15,5/22/20 18:15,5/22/20 18:22,149283
655079,Water Main Repair Break,5/22/20 13:40,0,127.395,0,127.395,5/22/20 18:15,5/22/20 18:15,5/22/20 18:22,148780
655079,Water Main Repair Break,5/22/20 13:40,0,101.835,0,101.835,5/22/20 18:15,5/22/20 18:15,5/22/20 18:22,149607
655437,Water Main Repair Break,5/28/20 6:42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655438,Water Main Repair Break,5/28/20 6:47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
655671,Water Main Repair Break,5/29/20 12:46,131,0,0,131,5/29/20 15:09,5/29/20 15:09,5/29/20 15:10,17
655671,Water Main Repair Break,5/29/20 12:46,113.2,0,0,113.2,5/29/20 15:09,5/29/20 15:09,5/29/20 15:10,149008
655671,Water Main Repair Break,5/29/20 12:46,107.12,0,0,107.12,5/29/20 15:09,5/29/20 15:09,5/29/20 15:10,149283
655671,Water Main Repair Break,5/29/20 12:46,107.12,0,0,107.12,5/29/20 15:09,5/29/20 15:09,5/29/20 15:10,149240
655671,Water Main Repair Break,5/29/20 12:46,99.52,0,0,99.52,5/29/20 15:09,5/29/20 15:09,5/29/20 15:10,149465
655785,Water Main Repair Break,6/1/20 6:35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661997,Water Main Repair Break,6/17/20 14:43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
664903,Water Main Repair Break,7/2/20 16:32,49.125,0,0,49.125,7/2/20 17:06,7/2/20 17:06,7/2/20 17:07,17
664903,Water Main Repair Break,7/2/20 16:32,33.945,0,0,33.945,7/2/20 17:06,7/2/20 17:06,7/2/20 17:07,149607
664903,Water Main Repair Break,7/2/20 16:32,0,233.5575,0,233.5575,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,7361
664903,Water Main Repair Break,7/2/20 16:32,0,233.5575,0,233.5575,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,148936
664903,Water Main Repair Break,7/2/20 16:32,0,273.96,0,273.96,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,19
664903,Water Main Repair Break,7/2/20 16:32,0,203.67,0,203.67,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,149607
664903,Water Main Repair Break,7/2/20 16:32,0,273.96,0,273.96,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,121388
664903,Water Main Repair Break,7/2/20 16:32,0,0,84.93,84.93,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,7361
664903,Water Main Repair Break,7/2/20 16:32,0,0,84.93,84.93,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,148936
664903,Water Main Repair Break,7/2/20 16:32,0,0,91.32,91.32,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,19
664903,Water Main Repair Break,7/2/20 16:32,0,0,91.32,91.32,7/2/20 17:06,7/2/20 17:06,7/2/20 21:45,121388
664903,Water Main Repair Break,7/2/20 16:32,226.48,0,0,226.48,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,56443
664903,Water Main Repair Break,7/2/20 16:32,219.36,0,0,219.36,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,149306
664903,Water Main Repair Break,7/2/20 16:32,243.52,0,0,243.52,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,90777
664903,Water Main Repair Break,7/2/20 16:32,262,0,0,262,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,1032
664903,Water Main Repair Break,7/2/20 16:32,262,0,0,262,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,90832
664903,Water Main Repair Break,7/2/20 16:32,214.24,0,0,214.24,7/7/20 11:52,7/7/20 11:52,7/7/20 13:29,149283
664903,Water Main Repair Break,7/2/20 16:32,14.155,0,0,14.155,7/7/20 14:26,7/7/20 14:26,7/7/20 14:27,7361
664903,Water Main Repair Break,7/2/20 16:32,11.56,0,0,11.56,7/7/20 14:26,7/7/20 14:26,7/7/20 14:27,149593
665211,Water Main Repair Break,7/7/20 13:11,226.48,0,0,226.48,7/8/20 13:36,7/8/20 13:36,7/8/20 13:38,56443
665211,Water Main Repair Break,7/7/20 13:11,262,0,0,262,7/8/20 13:36,7/8/20 13:36,7/8/20 13:38,88770
665211,Water Main Repair Break,7/7/20 13:11,262,0,0,262,7/8/20 13:36,7/8/20 13:36,7/8/20 13:39,1032
665211,Water Main Repair Break,7/7/20 13:11,262,0,0,262,7/8/20 13:36,7/8/20 13:36,7/8/20 13:39,90832
665211,Water Main Repair Break,7/7/20 13:11,214.24,0,0,214.24,7/8/20 13:36,7/8/20 13:36,7/8/20 13:39,149283
665211,Water Main Repair Break,7/7/20 13:11,82.26,0,0,82.26,7/8/20 7:17,7/8/20 7:17,7/9/20 7:23,149306
665936,Water Main Repair Break,7/10/20 13:12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666011,Water Main Repair Break,7/12/20 14:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
667268,Water Main Repair Break,7/20/20 10:17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
668580,Water Main Repair Break,7/24/20 15:21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
669792,Water Main Repair Break,7/29/20 6:05,327.5,0,0,327.5,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,1032
669792,Water Main Repair Break,7/29/20 6:05,327.5,0,0,327.5,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,88770
669792,Water Main Repair Break,7/29/20 6:05,304.4,0,0,304.4,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,90777
669792,Water Main Repair Break,7/29/20 6:05,262,0,0,262,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,90832
669792,Water Main Repair Break,7/29/20 6:05,133.9,0,0,133.9,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,149240
669792,Water Main Repair Break,7/29/20 6:05,154.115,0,0,154.115,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,149607
669792,Water Main Repair Break,7/29/20 6:05,304.4,0,0,304.4,7/30/20 15:13,7/30/20 15:13,7/30/20 15:23,772
669792,Water Main Repair Break,7/29/20 6:05,214.24,0,0,214.24,7/30/20 15:13,7/30/20 15:13,7/30/20 15:24,149283
669792,Water Main Repair Break,7/29/20 6:05,0,22.83,0,22.83,7/30/20 15:13,7/30/20 15:13,7/30/20 15:37,772
669792,Water Main Repair Break,7/29/20 6:05,107.12,0,0,107.12,7/31/20 6:38,7/31/20 6:38,8/3/20 6:39,149240
672753,Water Main Repair Break,8/15/20 14:20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672982,Water Main Repair Break,8/18/20 5:54,32.75,0,0,32.75,8/17/20 6:36,8/17/20 6:36,8/18/20 6:37,1032
672982,Water Main Repair Break,8/18/20 5:54,28.31,0,0,28.31,8/17/20 6:36,8/17/20 6:36,8/18/20 6:37,56443
