ENABLED,FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,MATERIAL,LENGTH,DIAMETER,STATUS,PressureSy
1,22-00008,Packard St,5/16/1963,3,CI,0,6,IS,SHE
1,22-00016,Packard St,1/1/1950,3,CI,6,6,IS,SHE
1,22-00017,Packard St,1/1/1950,3,CI,17,6,IS,SHE
1,22-00048,Packard St,1/1/1930,3,CI,18,6,IS,SHE
1,22-00115,Eastover Pl,1/1/1940,3,CI,25,6,IS,SHE
1,22-00547,Ca Canny Ct,1/1/1990,3,DI,30,6,IS,SHE
1,22-00816,,5/6/1968,3,DI,0,6,IS,SHE
1,22-00821,,5/6/1968,3,DI,0,6,IS,SHE
1,22-00833,Ridge Ave,6/30/1961,3,CI,0,6,IS,SHE
1,22-00839,Ridge Ave,6/20/1961,3,CI,7,6,IS,SHE
1,22-00841,Ridge Ave,8/15/1991,3,DI,4,6,IS,SHE
1,22-00848,,6/30/1961,3,CI,0,6,IS,SHE
1,22-00849,,6/30/1961,3,CI,0,6,IS,SHE
1,22-01060,St Aubin Ave,1/1/1950,3,CI,15,6,IS,SHE
1,22-01061,,1/1/1950,3,CI,24,6,IS,SHE
1,22-01069,Lorraine St,6/6/1992,3,DI,11,6,IS,SHE
1,22-01109,Lorraine St,6/26/1992,3,DI,0,6,IS,SHE
1,22-01374,Platt Rd,1/1/1960,3,CI,42,6,IS,SHE
1,22-01476,,1/13/1964,3,CI,0,6,IS,SHE
1,22-02705,,1/1/1920,3,CI,0,6,IS,WH
1,22-02736,,1/1/1960,3,DI,0,6,IS,GRA
1,22-02759,,1/1/1960,1,DI,0,6,AB,WH
1,22-03487,Chandler Rd,11/3/1993,3,DI,34,6,IS,NEHWPRZ
1,22-03513,,11/3/1993,3,DI,17,6,IS,NEHWPRZ
1,22-03739,Fuller and Glen Ct,1/1/1983,3,DI,0,6,IS,GRA
1,22-03742,Fuller and Glen Ct,1/1/1983,2,DI,7,16,IS,GRA
1,22-03952,,1/1/1930,3,CI,0,6,IS,GED
1,22-04021,,1/1/1930,3,CI,0,6,IS,GRA
1,22-04451,United Methodist Church,7/15/1988,3,DI,0,8,IS,WH
1,22-05281,,1/1/1920,3,CI,27,6,IS,WH
1,22-06440,UM Randall Lab,9/18/1995,3,DI,0,6,IS,GRA
1,22-06441,UM Randall Lab,9/18/1995,3,DI,0,6,IS,GRA
1,22-06448,UM Randall Lab,9/18/1995,3,DI,0,6,IS,GRA
1,22-06448,UM Randall Lab,9/18/1995,3,DI,0,6,IS,GRA
1,22-06901,,1/1/1920,3,CI,0,6,IS,GRA
1,22-07191,1956 S Industrial,9/9/1972,3,DI,0,6,IS,GRA
1,22-07192,1956 S Industrial,9/9/1972,3,DI,0,6,IS,GRA
1,22-07693,Huron Pkwy,8/1/1991,3,DI,0,6,IS,NEH
1,22-08247,,1/1/1992,3,DI,16,6,IS,NEH
1,22-08435,Traver Rd,5/10/1966,3,DI,27,6,IS,NEH
1,22-08524,,1/1/1992,3,DI,0,6,IS,NEH
1,22-08694,,2/27/1991,1,DI,0,8,IS,NEH
1,22-08979,,1/1/1950,3,CI,0,6,IS,NEH
1,22-09314,,1/1/1950,3,CI,0,6,IS,NEH
1,22-09752,Meadowridge Ct,1/1/1990,3,DI,13,8,IS,NEH
1,22-09808,"1717 BROADWAY ST, AT REAR, IN PARKING LOT",6/18/1989,3,DI,68,6,IS,NEH
1,22-09931,Traver Knoll Apts,1/26/1965,3,CI,0,6,IS,NEHWPRZ
1,22-09934,Traver Knoll Apts,1/26/1965,3,CI,0,6,IS,NEHWPRZ
1,00-10010,,1/1/1990,1,DI,0,12,IS,NEH
1,22-10012,,1/1/1990,1,DI,0,12,IS,NEH
1,22-10114,"2685 Traver Blvd, Logan Elementary",7/6/1976,3,DI,0,6,IS,NEH
1,22-10347,Pine Brae,1/1/1962,3,CI,0,6,IS,NEHEPRZ
1,22-10479,,3/1/1964,3,CI,0,6,IS,NEHEPRZ
1,22-10597,Wolverhampton Ln,3/3/1987,3,DI,37,6,IS,NEHEPRZ
1,22-10599,Wolverhampton Ln,3/3/1987,3,DI,0,6,IS,NEHEPRZ
1,22-10600,Wolverhampton Ln,3/3/1987,3,DI,0,6,IS,NEHEPRZ
1,22-10852,,8/27/1973,3,DI,0,8,IS,NEH
1,22-11340,,11/19/1965,3,DI,0,6,IS,NEHEPRZ
1,22-11528,,3/1/1981,3,DI,32,6,IS,NEHEPRZ
1,22-11610,,7/3/1968,3,DI,0,6,IS,NEHEPRZ
1,22-11619,3800 Waldenwood,12/17/1968,3,DI,0,6,IS,NEHEPRZ
1,22-12005,,3/22/1965,3,DI,0,6,IS,NEH
1,22-12079,Cedarbrook Rd,4/14/1988,3,DI,0,12,IS,NEH
1,22-12442,Green Rd,11/6/1962,3,CI,0,6,IS,NEHEPRZ
1,22-12484,Concordia College,4/23/1963,3,CI,0,6,IS,NEHEPRZ
1,22-12495,Concordia College,10/24/1962,3,CI,0,6,IS,NEHEPRZ
1,22-12699,MRF,1/1/1990,3,DI,0,8,IS,SHE
1,22-12921,,9/23/1968,3,DI,0,6,IS,SHE
1,22-12960,,10/16/1968,3,DI,0,6,IS,SHE
1,22-14038,3861 Research Park Dr.,11/15/2007,1,DI,0,8,IS,SHE
1,22-14150,Morehead Ct,1/28/1980,3,DI,0,6,IS,WH
1,22-14170,Delaware Dr,5/18/1966,3,DI,0,6,IS,WH
1,22-14187,,12/6/1963,3,CI,0,6,IS,WH
1,22-14469,615/625 Briarwood Cir,9/19/1980,3,DI,0,6,IS,WH
1,22-14548,,9/22/1985,3,DI,7,6,IS,WH
1,22-14698,,10/1/1995,3,DI,24,6,IS,WH
1,22-14717,Naples Ct,10/12/1994,3,DI,0,6,IS,WH
1,22-14727,,1/1/1950,3,CI,0,6,IS,WH
1,22-15252,A2 Saline Rd,9/12/1988,3,DI,0,6,IS,WH
1,22-15411,3005 Boardwalk Dr,9/5/1987,3,DI,0,6,IS,SHE
1,22-15418,3005 Boardwalk Dr,9/5/1987,3,DI,0,6,IS,SHE
1,22-15467,1200 Victors Way,5/9/1986,3,DI,0,8,IS,SHE
1,22-15467,1200 Victors Way,5/9/1986,3,DI,0,8,IS,SHE
1,22-15686,Eisenhower Pl,3/9/1982,3,DI,0,6,IS,SHE
1,22-15687,Eisenhower Pl,3/9/1982,3,DI,0,8,IS,SHE
1,22-16030,S State St,7/18/1984,3,DI,0,6,IS,SHE
1,22-16126,,11/30/1990,3,DI,0,6,IS,WH
1,22-16667,,1/1/1950,3,CI,0,6,IS,WH
1,22-16697,,1/1/1950,3,CI,0,6,IS,WH
1,22-16702,,5/24/1999,3,DI,36,6,IS,WH
1,22-16925,Eisenhower Pkwy,,3,DI,0,6,IS,WH
1,22-17037,Oakbrook Dr,4/13/1988,3,DI,0,6,IS,WH
1,22-17066,857 W Eisenhower Pkwy East Side,8/14/1988,3,DI,0,6,IS,WH
1,22-17147,Cranbrook Tower,7/18/1980,3,DI,0,6,IS,WH
1,22-17325,Ridgewood Ct,3/11/1992,3,DI,0,6,IS,WH
1,22-17508,,1/1/1950,3,CI,0,6,IS,WH
1,22-17821,Signature Blvd,7/7/1990,3,DI,0,6,IS,WH
1,22-18315,1131 N Maple Rd,12/1/1994,3,DI,21,6,IS,WH
1,22-18432,Maple Village,8/27/1965,3,DI,0,6,IS,WH
1,22-18452,Maple Village,8/27/1965,3,DI,0,6,IS,WH
1,22-18547,Mason Ave,8/14/1992,3,DI,0,6,IS,WH
1,22-18987,,8/29/1923,3,CI,0,6,IS,WH
1,22-19110,,8/11/2005,3,DI,20,6,IS,WH
1,22-19130,Allen Dr,1/1/1960,3,CI,0,6,IS,WH
1,22-19301,Rivenoak St,8/27/1974,3,DI,0,6,IS,WH
1,22-20111,,1/1/1920,3,CI,0,2,IS,GRA
1,22-20116,,1/1/1920,3,CI,0,8,IS,GRA
1,22-20253,,1/1/1920,3,CI,0,4,IS,GRA
1,22-20530,,1/1/1920,3,CI,0,6,IS,GRA
1,22-20630,E William,9/15/1983,3,DI,0,8,IS,GRA
1,22-20959,,1/1/1920,3,CI,0,6,IS,GRA
1,22-21318,,1/1/1920,3,CI,0,6,IS,GRA
1,22-21327,,1/1/1920,3,CI,0,4,IS,GRA
1,22-21585,,1/1/1920,3,CI,0,8,IS,GRA
1,22-21651,,1/1/1920,3,CI,0,8,IS,GRA
1,22-21780,WCC,9/2/1969,3,DI,0,6,IS,SHE
1,22-21798,,3/1/1992,3,DI,0,6,IS,SHE
1,22-22379,Fuller Rd,3/6/1997,3,DI,0,6,IS,GED
1,22-22517,,1/1/1960,3,CI,0,6,IS,NEHEPRZ
1,22-22969,UM SOLID STATE ELECTRONICS LAB,8/8/1995,1,DI,17,12,IS,GED
1,22-23145,,11/14/1979,3,DI,10,8,IS,GED
1,22-23285,,1/13/1970,3,DI,0,6,IS,GED
1,22-23328,Orchard Hills,2/19/1991,3,DI,0,6,IS,GED
1,22-23400,2015 Washtenaw Ave,4/27/1983,3,DI,0,6,IS,GED
1,22-23400,2015 Washtenaw Ave,4/27/1983,3,DI,0,6,IS,GED
1,22-23990,Arborland Mall,9/11/1961,1,CI,16,8,IS,SHE
1,22-24546,Huron High School,11/16/1988,3,DI,0,8,IS,GED
1,22-24778,"HIGH ST, @ ELIZABETH ST",1/1/1920,3,CI,23,6,IS,GRA
1,22-24979,,1/1/1920,3,CI,0,2,IS,GRA
1,22-26132,400 S Maple Rd,12/4/1996,3,DI,0,6,IS,WH
1,22-10936,Kilburn Park Cir,1/25/1995,3,DI,0,6,IS,NEH
1,22-08855,Windwood Dr,4/14/1988,3,DI,0,6,IS,NEH
1,22-18972,,1/1/1960,3,CI,0,6,IS,WH
1,22-19066,,1/1/1950,3,CI,0,6,IS,WH
1,00-25416,WEST STADIUM AND PAULINE,9/30/2009,3,DI,0,8,IS,WH
1,22-04040,,1/1/1950,3,CI,0,6,IS,GRA
1,22-05306,,1/1/1920,3,CI,0,6,IS,WH
1,22-22678,Fuller Rd,3/6/1997,3,DI,0,6,IS,GED
1,00-02945,,1/1/1920,3,CI,0,6,IS,GRA
1,22-06064,,10/2/1964,1,DI,0,8,IS,NEHWPRZ
1,22-24555,Fuller Rd,3/6/1997,1,DI,0,12,IS,GED
1,22-17753,,9/26/1995,3,DI,48,6,IS,WH
1,22-17744,,9/26/1995,3,DI,0,6,IS,WH
1,22-04713,,10/2/1964,3,DI,0,6,IS,NEHWPRZ
1,22-23293,Orchard Hills Dr,1/31/1989,3,DI,0,6,IS,GED
1,22-23818,Medford Rd,8/7/1964,3,DI,0,6,IS,SHE
1,22-17871,Briar Cove Apts West,3/5/1991,3,DI,0,6,IS,WH
1,22-09736,S Foxridge Ct,3/8/1993,3,DI,8,6,IS,NEH
1,22-08536,,10/6/1978,3,DI,20,6,IS,NEH
1,22-10258,Green Rd,4/14/1988,3,DI,0,8,IS,NEH
1,22-06916,,1/1/1920,3,CI,0,6,IS,GRA
1,22-21497,,1/1/1920,3,CI,0,6,IS,GRA
1,22-17183,,1/1/1990,3,DI,4,6,IS,SCIO
1,22-24971,,1/1/1920,3,CI,0,8,IS,GRA
1,22-24971,,1/1/1920,3,CI,0,8,IS,GRA
1,00-21619,,1/1/1920,3,CI,0,4,IS,GRA
1,22-23992,Arborland Mall,9/11/1961,1,CI,0,8,IS,SHE
1,00-21627,,1/1/1920,3,CI,0,6,IS,GRA
1,22-18554,,1/1/1960,3,CI,0,6,IS,WH
1,22-13913,,11/19/1964,3,DI,0,6,IS,SHE
1,22-13983,,11/19/1964,3,DI,0,6,IS,SHE
1,22-13960,Wolverine Dr,9/18/1965,3,DI,0,6,IS,SHE
1,22-11261,Green Ct,3/22/1968,3,DI,0,6,IS,NEH
1,22-11257,Green Ct,3/22/1968,3,DI,0,6,IS,NEH
1,22-06065,,10/2/1964,1,DI,0,8,IS,NEHWPRZ
1,22-05845,,10/2/1964,1,DI,0,8,IS,NEHWPRZ
1,22-07466,,10/2/1964,1,DI,0,8,IS,NEHWPRZ
1,22-05845,,10/2/1964,1,DI,0,8,IS,NEHWPRZ
1,22-15193,2076-98 S Main St,3/11/1996,3,DI,0,6,IS,WH
1,22-23551,Between Woodcreek Blvd & Huron Pkwy,6/1/1997,1,DI,8.1,12,IS,SHE
1,22-17765,Scio Church Rd,9/12/1988,3,DI,0,6,IS,WH
1,22-17768,Scio Church Rd,9/12/1988,3,DI,0,6,IS,WH
1,22-16310,857 W Eisenhower Pkwy West Side,8/14/1988,3,DI,0,8,IS,WH
1,22-11918,Green Rd,4/14/1988,3,DI,0,6,IS,NEH
1,22-11919,Green Rd,4/14/1988,3,DI,0,6,IS,NEH
1,22-11909,Green Rd,4/14/1988,3,DI,0,6,IS,NEH
1,22-23024,,11/14/1979,3,DI,0,6,IS,GED
1,22-23025,,11/14/1979,3,DI,0,6,IS,GED
1,22-23146,,11/14/1979,3,DI,3,6,IS,GED
1,22-23072,UM SOLID STATE ELECTRONICS LAB,8/13/2005,1,DI,0,12,AB,GED
1,22-23094,,1/1/1970,3,DI,0,6,IS,GED
1,22-11789,3621 Plymouth Rd,10/16/1979,3,DI,0,8,IS,NEH
1,22-11785,3601 Plymouth Rd,10/16/1979,3,DI,0,8,IS,NEH
1,22-11513,Fox Hunt Dr,3/1/1981,3,DI,0,6,IS,NEHEPRZ
1,22-10777,,1/1/1960,3,DI,0,6,IS,NEH
1,22-10668,,1/1/1980,3,DI,0,6,IS,NEH
1,22-07936,2901 Hubbard St,1/2/1986,3,DI,0,6,IS,NEHEPRZ
1,22-22722,2601 Glazier Way,5/9/1991,3,DI,0,6,IS,GED
1,22-11430,,12/23/1969,3,DI,0,6,IS,GED
1,22-08964,1903 Pointe Ln,5/7/1985,3,DI,0,8,IS,NEH
1,22-08991,,1/1/1950,3,CI,0,6,IS,NEH
1,22-08992,,1/1/1950,3,CI,0,6,IS,NEH
1,22-09141,,1/1/1960,3,CI,0,6,IS,NEH
1,22-09434,,4/24/1967,3,DI,0,6,IS,NEH
1,22-18929,,1/1/1960,3,CI,0,6,IS,WH
1,22-11501,,10/2/1968,3,DI,0,6,IS,GED
1,22-13381,Ellsworth Rd,1/9/1976,3,DI,10.8,6,IS,SHE
1,22-13543,,5/12/1989,3,DI,0,10,IS,SHE
1,22-16310,857 W Eisenhower Pkwy West Side,8/14/1988,1,DI,0,8,IS,WH
1,22-14056,S State St,7/18/1984,3,DI,0,6,IS,SHE
1,22-24211,Arlington Place Condos,5/15/1990,3,DI,26,6,IS,SHE
1,22-12833,Pheasant Run Apts.,10/24/1974,3,DI,0,6,IS,SHE
1,22-12800,Pheasant Run Apts.,10/24/1974,3,DI,0,6,IS,SHE
1,22-23557,1979 S Huron Pkwy,8/19/1980,3,DI,9,8,IS,SHE
1,22-23557,1979 S Huron Pkwy,8/19/1980,3,DI,115,8,IS,SHE
1,22-15110,,9/12/1988,3,DI,0,6,IS,WH
1,22-12755,,7/19/1972,3,DI,0,6,IS,SHE
1,22-14057,S State St,7/18/1984,3,DI,0,6,IS,SHE
1,22-17509,,1/1/1950,3,CI,0,6,IS,WH
1,22-16567,W Liberty,4/11/1989,3,DI,0,6,IS,WH
1,22-18346,,1/1/1960,3,CI,0,6,IS,WH
1,22-15424,Eisenhower Pkwy,9/4/1973,3,DI,109,6,IS,SHE
1,22-16235,,6/20/1993,3,DI,0,6,IS,SHE
1,03-25077,,1/8/1997,3,DI,0,8,IS,WH
1,03-25078,,1/8/1997,3,DI,0,8,IS,WH
1,03-25079,,1/8/1997,3,DI,0,8,IS,WH
1,22-16133,,11/30/1990,3,DI,0,6,IS,WH
1,22-18472,"N. Maple Rd., Maple Village Shopping Center",1/5/2008,3,DI,17,6,IS,WH
1,22-16909,Oakbrook Dr,4/13/1988,3,DI,0,6,IS,WH
1,22-01236,Oakwood St,9/6/1995,3,DI,0,6,IS,SHE
1,22-10886,Green Rd,2/7/1990,3,DI,0,6,IS,NEH
1,22-01624,,1/13/1964,3,CI,24,6,IS,SHE
1,22-16034,S State St,7/18/1984,3,DI,0,8,IS,SHE
1,03-25081,,1/8/1997,3,DI,0,8,IS,WH
1,22-02198,,4/1/1990,3,DI,0,6,IS,SHE
1,22-02201,E Oakbrook Dr,4/1/1990,3,DI,0,6,IS,SHE
1,22-16219,,12/2/1986,3,DI,0,6,IS,SHE
1,22-16225,,12/2/1986,3,DI,0,6,IS,SHE
1,22-16169,Burlington Office Center,9/28/1984,3,DI,0,6,IS,WH
1,22-16300,150 E Oakbrook Dr,9/18/1989,3,DI,0,8,IS,WH
1,03-25084,,1/8/1997,3,DI,0,8,IS,WH
1,03-25083,,1/8/1997,3,DI,0,8,IS,WH
1,03-25082,,1/8/1997,3,DI,0,8,IS,WH
1,22-23990,Arborland Mall,9/11/1961,1,CI,0,8,IS,SHE
1,00-00007,Packard St,5/16/1963,1,CI,0,12,IS,SHE
1,00-00009,Packard St,5/16/1963,1,CI,9,12,IS,SHE
1,00-00021,,11/12/1968,1,DI,0,6,IS,SHE
1,00-00025,,3/12/1959,1,CI,0,12,IS,SHE
1,00-00027,Packard St between Brockman Blvd and Harpst St,3/12/1959,1,CI,292,12,IS,SHE
1,00-00030,Jorn Ct,6/4/1964,1,DI,188,8,IS,SHE
1,00-00035,Jorn Ct,6/4/1964,1,CI,288,8,IS,SHE
1,00-00038,Brockman Blvd,1/1/1930,1,CI,4,12,IS,SHE
1,00-00043,Brockman Blvd,1/1/1960,1,DI,16.5,12,IS,SHE
1,00-00047,Packard St,1/1/1950,1,CI,54,8,IS,SHE
1,00-00029,Packard St,1/1/1950,1,CI,242,8,IS,SHE
1,00-00055,,6/4/1964,1,DI,0,6,IS,SHE
1,00-00057,,6/4/1964,1,CI,0,6,IS,SHE
1,00-00062,,6/4/1964,1,DI,0,4,IS,SHE
1,00-00065,Page Ave,6/4/1964,1,DI,425,6,IS,SHE
1,00-00067,,6/4/1964,1,DI,0,8,IS,SHE
1,00-00071,Kensington Dr,6/4/1964,1,CI,51,6,IS,SHE
1,00-00072,Kensington Dr,6/4/1964,1,DI,411,6,IS,SHE
1,00-00074,Kensginston Dr,6/4/1964,1,DI,450,6,IS,SHE
1,00-00076,,6/4/1964,1,DI,22,6,IS,SHE
1,00-00077,Marlborough,6/30/1962,2,CI,0,20,IS,SHE
1,00-00078,Marlborough,6/30/1962,2,CI,597,20,IS,SHE
1,00-00079,Marlborough,6/30/1962,2,CI,453,20,IS,SHE
1,00-00084,Anderson Ave,1/1/1940,1,CI,0,6,AB,SHE
1,00-00087,Anderson Ave,1/1/1950,1,CI,0,6,AB,SHE
1,00-00088,Anderson Ave,1/1/1930,1,CI,0,6,AB,SHE
1,00-00092,,1/1/1940,1,CI,0,6,AB,SHE
1,00-00095,Anderson Ave,1/1/1950,1,CI,0,4,AB,SHE
1,00-00108,,1/1/1940,1,CI,0,6,AB,SHE
1,00-00111,,1/1/1940,1,CI,0,6,AB,SHE
1,00-00116,Ferdon,12/8/1960,1,CI,339,6,IS,SHE
1,00-00117,Ferdon,12/8/1960,1,CI,4,6,IS,SHE
1,00-00119,,1/1/1940,1,CI,0,6,IS,SHE
1,00-00121,Crestland Dr,8/31/1966,1,CI,440,6,IS,SHE
1,00-00124,Crestland Dr,11/12/1968,1,DI,0,6,IS,SHE
1,00-00157,,6/20/1961,2,CI,0,20,IS,SHE
1,00-00171,,6/20/1961,2,CI,0,20,IS,SHE
1,00-00172,,6/20/1961,1,CI,0,4,IS,SHE
1,00-00185,,6/20/1961,2,CI,0,20,IS,SHE
1,00-00196,,9/9/1966,1,DI,0,8,IS,SHE
1,00-00198,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00199,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00200,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00202,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00204,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00211,,9/9/1966,1,DI,43,6,IS,SHE
1,00-00213,Beaconsfield Dr,6/24/1967,1,DI,299,6,IS,SHE
1,00-00215,N Baylis Dr,9/9/1966,1,DI,256,6,IS,SHE
1,00-00216,,9/9/1966,1,DI,42,6,IS,SHE
1,00-00214,,9/9/1966,1,DI,387,6,IS,SHE
1,00-00219,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00220,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00222,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00223,,8/23/1967,2,DI,0,16,IS,SHE
1,00-00224,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00225,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00229,,8/23/1967,2,DI,0,16,IS,SHE
1,00-00231,,6/24/1967,1,DI,0,4,IS,SHE
1,00-00232,,6/24/1967,1,DI,0,6,IS,SHE
1,00-00234,,6/24/1967,1,DI,0,4,IS,SHE
1,00-00236,,6/24/1967,1,DI,0,6,IS,SHE
1,00-00237,,6/24/1967,1,DI,0,6,IS,SHE
1,00-00239,,8/23/1967,2,DI,0,16,IS,SHE
1,00-00238,Pebble Creek Rd,6/24/1967,1,DI,557,6,IS,SHE
1,00-00241,,6/24/1967,1,DI,43,6,IS,SHE
1,00-00243,,8/23/1967,2,DI,0,16,IS,SHE
1,00-00246,Birch Hollow Dr,12/2/1967,1,DI,225,8,IS,SHE
1,00-00248,,7/27/1967,1,DI,0,6,IS,SHE
1,00-00252,,7/27/1967,1,DI,0,6,IS,SHE
1,00-00253,,7/27/1967,1,DI,0,6,IS,SHE
1,00-00247,Birch Hollow Dr,6/24/1967,1,DI,128,8,IS,SHE
1,00-00255,,6/24/1967,1,DI,0,6,IS,SHE
1,00-00257,Birch Hollow Dr,6/24/1967,1,DI,51,8,IS,SHE
1,00-00258,Birch Hollow Dr,6/24/1967,1,DI,164,8,IS,SHE
1,00-00280,Birch Hollow Dr,6/24/1967,1,DI,182,8,IS,SHE
1,00-00286,,8/23/1967,2,DI,0,8,IS,SHE
1,00-00304,,6/24/1967,1,DI,0,8,IS,SHE
1,00-00303,Birch Hollow Dr,6/24/1967,1,DI,295,8,IS,SHE
1,00-00308,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00310,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00312,,9/9/1966,1,DI,0,8,IS,SHE
1,00-00314,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00316,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00317,,9/9/1966,1,DI,376,8,IS,SHE
1,00-00210,,9/9/1966,1,DI,750,6,IS,SHE
1,00-00319,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00322,,9/9/1966,1,DI,0,4,IS,SHE
1,00-00325,,9/9/1966,1,DI,0,8,IS,SHE
1,00-00329,,3/24/1970,1,DI,0,8,IS,SHE
1,00-00352,Tacoma Cir,12/2/1967,1,DI,535,8,IS,SHE
1,00-00354,Brentwood Ct,12/2/1967,1,DI,336,4,IS,SHE
1,00-00358,King George Blvd,12/2/1967,1,DI,564,8,IS,SHE
1,00-00362,King George Blvd,12/2/1967,1,DI,363,8,IS,SHE
1,00-00363,Wexford Ct,12/2/1967,1,DI,161,6,IS,SHE
1,00-00365,Wexford Ct,12/2/1967,1,DI,337,4,IS,SHE
1,00-00366,,3/24/1970,1,DI,0,4,IS,SHE
1,00-00370,Alpine Dr,3/24/1970,1,DI,0,8,IS,SHE
1,00-00383,Alpine Dr,3/24/1970,3,DI,0,6,IS,SHE
1,00-00397,,9/9/1966,1,DI,0,6,IS,SHE
1,00-00401,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00402,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00403,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00404,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00405,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00407,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00405,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00409,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00428,Platt Rd,7/24/1978,2,DI,0,16,IS,SHE
1,00-00429,Platt Rd,1/1/1960,1,CI,160,8,IS,SHE
1,00-00445,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00446,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00449,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00448,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00452,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00454,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00456,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00456,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00459,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00461,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00462,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00465,,1/1/1960,1,CI,0,6,AB,SHE
1,00-00489,,1/1/1950,1,CI,0,8,AB,SHE
1,00-00458,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00491,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00493,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00495,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00528,,1/1/1960,1,CI,0,8,AB,SHE
1,00-00533,,1/1/1950,1,AC,0,4,AB,SHE
1,00-00534,,1/1/1950,1,CI,0,6,AB,SHE
1,00-00535,,1/1/1950,1,CI,0,8,AB,SHE
1,00-00537,,1/18/1959,1,CI,0,12,IS,SHE
1,00-00538,,1/1/1960,1,DI,0,8,IS,SHE
1,00-00542,2790 Packard Road,10/19/1979,3,DI,0,6,IS,SHE
1,00-00544,,1/18/1959,1,CI,0,12,IS,SHE
1,00-00537,,1/18/1959,1,CI,0,12,IS,SHE
1,00-00548,Ca Canny Ct,4/12/1995,1,DI,0,6,IS,SHE
1,00-00554,Weeburn Ct,4/12/1995,1,DI,0,6,IS,SHE
1,00-00559,Turnberry Ln,3/1/1992,1,DI,0,6,IS,SHE
1,00-00601,Ailsa Craig Dr,3/1/1992,1,DI,0,12,IS,SHE
1,00-00606,Ailsa Craig Dr,3/1/1992,1,DI,0,12,IS,SHE
1,00-00607,Ailsa Craig Dr,3/1/1992,1,DI,0,12,IS,SHE
1,00-00608,Crosslot 3063 Ailsa Craig Dr,3/1/1992,1,DI,0,12,IS,SHE
1,00-00611,Crosslot 3063 Ailsa Craig Dr,3/1/1992,1,DI,0,12,AB,SHE
1,00-00614,Crosslot 3800 Burton Rd,9/20/1989,1,DI,0,12,IS,SHE
1,00-00615,Crosslot 3840 Burton Rd,10/2/1991,1,DI,0,12,IS,SHE
1,00-00617,Crosslot 3830 Burton Rd,10/2/1991,3,DI,0,8,IS,SHE
1,00-00620,Crosslot 3830 Burton Rd,10/12/1991,1,DI,0,12,IS,SHE
1,00-00622,Crosslot 3830 Burton Rd,9/20/1989,1,DI,0,12,IS,SHE
1,00-00629,Crosslot 3800 Burton Rd,9/20/1989,1,DI,0,12,IS,SHE
1,00-00633,Crosslot 3800 Burton Rd,9/20/1989,1,DI,0,12,IS,SHE
1,00-00642,Ailsa Craig Dr,3/1/1992,1,DI,0,6,IS,SHE
1,00-00644,Ailsa Craig Dr,3/1/1992,1,DI,0,12,IS,SHE
1,00-00655,Nottingham Rd,1/1/1950,1,CI,238,6,IS,SHE
1,00-00656,Crestland Dr,10/23/1985,1,DI,0,6,IS,SHE
1,00-00658,Crestland Dr,10/23/1985,1,DI,0,8,IS,SHE
1,00-00659,Crestland Dr,10/23/1985,1,DI,0,8,IS,SHE
1,00-00660,Crosslot 2103 Amelia Pl,10/23/1985,1,DI,0,8,IS,SHE
