ENABLED,FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,MATERIAL,LENGTH,DIAMETER,STATUS,PressureSy
1,00-03695,,1/1/1920,1,CI,0,8,AB,GED
1,00-52060,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52061,golfview lane,11/24/2004,1,DI,0,12,IS,WH
1,00-52063,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52063,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52064,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52065,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52066,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52067,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52068,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52069,Golfview Ln,12/8/2004,1,DI,0,8,IS,WH
1,00-52070,Golfview Ln,12/8/2004,1,DI,0,8,IS,WH
1,00-52072,Golfview Ln,12/8/2004,1,DI,0,12,IS,WH
1,00-52074,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52075,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52076,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52078,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52079,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52080,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52081,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52082,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-52083,U-M Catherine St,1/4/2005,1,DI,0,12,IS,GRA
1,00-25611,Sherman Ave,4/1/2002,3,DI,14,6,IS,GRA
1,00-14155,Tilsby Ct,8/28/1976,1,DI,0,8,IS,WH
1,00-52130,,5/19/2004,3,DI,0,6,IS,GRA
1,00-01015,,1/18/1959,1,CI,0,12,IS,SHE
1,00-26054,Yost Blvd,10/22/1997,1,DI,0,6,IS,SHE
1,00-24077,Arborland Mall,6/27/1978,1,DI,0,12,AB,SHE
1,00-52146,750 W. Eisenhower Pkwy,12/22/2004,3,DI,0,12,IS,WH
1,00-52147,750 W. Eisenhower Pkwy,12/22/2004,3,DI,0,8,IS,WH
1,00-52148,750 W. Eisenhower Pkwy,12/22/2004,3,DI,0,8,IS,WH
1,00-52149,750 W. Eisenhower Pkwy,12/22/2004,3,DI,0,8,IS,WH
1,00-52150,750 W. Eisenhower Pkwy,12/22/2004,3,DI,0,6,IS,WH
1,00-52154,S Main,12/10/1984,2,DI,0,16,IS,WH
1,00-52157,,9/12/1988,2,DI,0,8,IS,WH
1,00-52158,S Main St,12/10/1984,3,DI,0,6,IS,WH
1,00-52159,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52161,750 E Eisenhower,12/22/2004,1,DI,0,12,IS,WH
1,00-52163,750 E Eisenhower,12/22/2004,1,DI,0,12,IS,WH
1,00-52165,750 E Eisenhower,12/22/2004,1,DI,0,12,IS,WH
1,00-51488,,18860101,1,CI,0,8,IS,GRA
1,00-51490,Hill Auditorium by N. University & Thayer St.,6/30/2003,1,PVC,0,8,IS,GRA
1,00-51492,Hill Auditorium by N. University & Thayer St.,6/30/2003,1,PVC,10,8,IS,GRA
1,00-51494,Hill Auditorium by N. University & Thayer St.,6/30/2003,1,PVC,9,8,IS,GRA
1,00-51575,,,1,DI,0,8,AB,NEH
1,00-51576,,,1,DI,0,8,AB,NEH
1,00-51578,,,1,DI,0,8,AB,NEH
1,00-51579,,,1,DI,0,8,AB,NEH
1,00-51580,,,1,DI,0,8,AB,NEH
1,00-51581,,,1,DI,0,8,AB,NEH
1,00-51582,,,1,DI,0,8,AB,NEH
1,00-51585,,,1,DI,0,8,AB,NEH
1,00-51588,,,1,DI,0,8,AB,NEH
1,00-068250,711 N Fourth Ave,8/11/1987,3,DI,27.5,6,IS,GRA
1,00-02065,,1/1/1960,1,CI,0,8,AB,
1,00-51707,,,1,DI,0,8,AB,WH
1,00-51708,,,1,DI,0,8,AB,WH
1,00-51709,Kirtland Dr,9/24/2004,1,DI,0,8,AB,WH
1,00-51710,Kirtland Dr,9/24/2004,1,DI,0,8,AB,WH
1,00-51711,Kirtland Dr,9/24/2004,1,DI,0,8,AB,WH
1,00-51712,Kirtland Dr,9/24/2004,1,DI,0,8,AB,WH
1,00-51713,Kirtland Dr,9/24/2004,1,DI,0,8,AB,WH
1,00-51714,Kirtland Dr,9/24/2004,3,DI,0,6,IS,WH
1,00-51715,Kirtland Dr,9/24/2004,1,DI,0,8,IS,WH
1,00-51716,Kirtland Dr,9/24/2004,1,DI,0,8,IS,WH
1,00-51717,Kirtland Dr,9/24/2004,3,DI,0,6,IS,WH
1,00-51718,Kirtland Dr,9/24/2004,1,DI,0,8,IS,WH
1,00-51719,Kirtland Dr,9/24/2004,1,DI,0,8,IS,WH
1,00-51720,Kirtland Dr,9/24/2004,1,DI,0,8,IS,WH
1,00-51724,Kirtland Dr,9/24/2004,3,DI,0,6,IS,WH
1,00-51726,,,1,DI,0,8,AB,WH
1,00-51729,,,1,DI,0,8,AB,WH
1,00-51732,,,1,DI,0,8,AB,WH
1,00-51733,,,1,DI,0,8,AB,WH
1,00-51736,,,1,DI,0,8,AB,WH
1,00-51758,,,1,DI,0,8,AB,WH
1,00-51759,,,1,DI,0,8,AB,WH
1,00-51762,,,1,DI,0,8,AB,WH
1,00-51764,,,1,DI,0,8,AB,WH
1,00-51778,Marian Ave,9/24/2004,1,DI,0,8,IS,WH
1,00-51779,Marian Ave,9/24/2004,1,DI,0,8,IS,WH
1,00-51781,Marian Ave,9/24/2004,1,DI,0,8,IS,WH
1,,S Industrial Hwy,5/1/2000,1,DI,0,8,IS,GRA
1,00-15052,S Industrial Hwy,6/30/1960,1,CI,360,8,IS,GRA
1,00-07147,,1/1/1970,1,DI,0,8,AB,GRA
1,00-51800,,,1,PVC,0,8,AB,NEH
1,00-51801,Plymouth Rd,7/24/1972,1,DI,495,8,IS,NEH
1,00-51802,Plymouth Rd,7/24/1972,1,DI,49,8,IS,NEH
1,,S Industrial Hwy,5/1/2000,1,DI,58,12,IS,SHE
1,00-15049,S Industrial Hwy,6/30/1960,2,RC,0,20,IS,GRA
1,00-51846,,,3,DI,0,6,IS,GED
1,00-51867,Glazier Way,11/6/1962,3,CI,0,6,IS,NEHEPRZ
1,00-51868,Glazier Way,11/6/1962,2,CI,0,16,IS,NEHEPRZ
1,00-51916,,,1,DI,0,6,AB,WH
1,00-51917,Runs through the middle of Pioneer High School,9/17/2008,1,DI,0,6,AB,WH
1,00-51918,Runs through the middle of Pioneer High School,9/17/2008,1,DI,0,6,AB,WH
1,00-51927,,,1,DI,0,6,AB,WH
1,00-51928,,,1,DI,0,6,AB,WH
1,00-51942,,11/1/1966,2,DI,16,20,IS,SHE
1,00-51944,,,1,DI,0,6,AB,SHE
1,00-51952,WCC,9/2/1969,1,DI,0,8,IS,SHE
1,00-51976,Enclave Ln,11/1/2004,1,DI,0,8,IS,WH
1,00-51977,Enclave Ln,11/1/2004,1,DI,0,8,IS,WH
1,00-51984,Brookfield Dr,3/22/1985,1,DI,0,10,IS,WH
1,00-51986,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51987,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51988,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51989,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51990,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51991,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51992,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51993,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51994,Concordia College,11/9/1962,1,,0,6,IS,NEHEPRZ
1,00-51995,Concordia College,11/9/1962,1,,0,6,IS,NEHEPRZ
1,00-51996,Concordia College,11/9/1962,1,CI,0,6,IS,NEHEPRZ
1,00-51999,E Madison St,11/29/2004,3,DI,14,6,IS,GRA
1,00-05431,,8/26/1972,2,DI,138,16,IS,GRA
1,00-03212,,1/1/1960,1,DI,0,8,AB,GED
1,00-52011,,,1,PVC,0,8,AB,SHE
1,00-52012,,,1,PVC,0,8,AB,SHE
1,00-52013,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52014,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52016,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52018,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52019,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52020,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52022,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52023,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52025,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52026,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52027,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52028,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52030,W Oakbrook W of Main,10/15/2004,3,DI,0,8,IS,WH
1,00-52031,W Oakbrook W of Main,10/15/2004,3,DI,0,6,IS,WH
1,00-52032,W Oakbrook W of Main,10/15/2004,3,DI,0,8,IS,WH
1,00-52033,W Oakbrook W of Main,10/15/2004,3,DI,0,6,IS,WH
1,00-52034,W Oakbrook W of Main,10/15/2004,3,DI,0,8,IS,WH
1,00-52035,W Oakbrook W of Main,10/15/2004,3,DI,0,6,IS,WH
1,00-52039,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52040,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52041,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52042,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52043,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52044,296 W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52045,296 W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52046,W Eisenhower Pkwy,12/8/2004,2,DI,0,20,IS,WH
1,00-52047,,1/1/1960,1,CI,0,8,AB,WH
1,00-52049,,7/20/1963,2,CI,0,20,IS,WH
1,00-52052,,1/1/1960,1,CI,0,8,AB,WH
1,00-52054,Eisenhower Pkwy,7/20/1963,2,CI,0,20,IS,WH
1,00-52055,,1/1/1960,1,CI,0,8,AB,WH
1,00-52057,W Eisenhower Blvd,12/8/2004,3,DI,0,6,IS,WH
1,00-52058,W Eisenhower Pkwy,12/8/2004,3,DI,0,6,IS,WH
1,00-52084,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52085,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52086,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52087,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52088,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52089,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52090,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52091,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52092,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52093,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52094,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52095,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52096,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52097,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52098,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52099,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52100,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52101,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52102,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52103,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52104,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52105,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52106,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52107,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52108,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52109,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52110,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52111,Liberty Heights,7/21/2004,1,DI,0,8,IS,WH
1,00-52112,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-52114,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52115,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52116,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52117,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52118,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52119,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52120,Liberty Heights,7/21/2004,3,DI,0,8,IS,WH
1,00-52121,Liberty Heights,7/21/2004,1,PVC,0,8,IS,WH
1,00-00640,,1/1/1950,1,CI,0,6,AB,SHE
1,00-52167,750 E Eisenhower,12/22/2004,1,DI,0,12,IS,WH
1,00-52169,750 E Eisenhower,12/22/2004,1,DI,0,12,IS,WH
1,00-52170,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52172,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52173,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52174,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52175,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-51699,UNIVERSITY PARK,1/1/2002,1,DI,5,4,IS,NEH
1,00-51808,"Dhu Varren, near valve 01-07281",6/1/2003,1,DI,0,10,IS,NEH
1,00-51809,"Dhu Varren, above valve 01-07281",6/1/2003,1,DI,0,10,IS,NEH
1,00-51810,"Dhu Varren, below fiting 03-50984",6/1/2003,1,DI,0,10,IS,NEH
1,00-51811,"Dhu Varren, above fiting 03-50984",6/1/2003,1,DI,0,8,IS,NEH
1,00-51812,"Dhu Varren, below fiting 03-50983",6/3/2003,1,DI,0,8,IS,NEH
1,00-51813,"Dhu Varren, above fiting 03-50983",6/1/2003,3,PVC,0,6,IS,NEH
1,00-51815,"Dhu Varren, right of valve 01-07280",6/1/2003,1,DI,0,8,IS,NEH
1,00-51816,"Dhu Varren, right of valve 01-07282",6/1/2003,1,DI,0,10,IS,NEH
1,00-51817,"Dhu Varren, left of valve 01-07282",1/1/2000,1,DI,0,10,IS,NEH
1,00-51906,Northwood St,10/16/1997,3,DI,0,6,IS,WH
1,00-52176,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52177,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52178,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52179,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52180,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52181,Cloverly Ln,7/17/1971,1,DI,0,10,IS,SHE
1,00-52182,Cloverly Ln,7/17/1971,1,DI,0,10,IS,SHE
1,00-52183,Cloverly Ln,7/17/1971,1,DI,0,10,IS,SHE
1,00-52184,Cloverly Ln,7/17/1971,1,DI,0,10,IS,SHE
1,00-52185,Cloverly Ln,7/17/1971,1,DI,0,10,IS,SHE
1,00-52186,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52187,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52188,Stone School Rd,8/1/2004,1,DI,0,10,IS,SHE
1,00-52190,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52191,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52192,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52193,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52194,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52195,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52196,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52197,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52198,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52199,Cloverly Ln,7/17/1971,1,DI,0,12,IS,SHE
1,00-52200,Stone School Rd,8/1/2004,1,DI,0,12,IS,SHE
1,00-26064,Darrow Dr,10/22/1997,1,DI,0,8,IS,SHE
1,00-52207,,1/1/1950,1,CI,0,8,IS,WH
1,00-18805,,11/23/1965,1,CI,0,6,AB,WH
1,00-03931,,1/1/1920,3,CI,23,6,IS,GRA
1,00-52226,E Ellsworth Rd,7/19/1968,2,DI,1147,16,IS,SHE
1,00-52231,,9/30/1974,2,DI,0,16,IS,WH
1,00-52232,,9/30/1974,2,DI,0,16,IS,WH
1,00-19360,Pinewood St,9/5/1992,1,DI,0,10,IS,WH
1,00-52241,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52242,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52247,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52248,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52249,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52250,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52251,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52252,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52253,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52254,Cranbrook Housing,8/15/1989,1,DI,0,12,IS,WH
1,00-52255,Cranbrook Housing,8/15/1989,3,DI,0,8,IS,WH
1,00-52256,Cranbrook Housing,8/15/1989,1,DI,0,8,IS,WH
1,00-52257,Cranbrook Housing,8/15/1989,1,DI,0,8,IS,WH
1,00-52258,W Oakbrook Dr,4/13/1988,1,DI,122,12,IS,WH
1,00-52260,Sunset Rd,1/1/1940,2,CI,197,16,IS,NEH
1,00-52261,Sunset Rd,1/1/1940,2,CI,8,16,IS,NEH
1,00-52262,Stone School Rd,8/1/2004,1,DI,0,8,IS,SHE
1,00-52264,Stone School Rd,8/1/2004,1,DI,0,8,AB,
1,00-52315,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52316,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52317,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52319,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52320,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52321,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52322,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52323,PALMER DR,10/28/2002,1,DI,0,12,AB,GRA
1,00-52328,Baylis Dr,7/7/2004,1,DI,0,8,IS,SHE
1,00-52329,Baylis Dr,7/7/2004,1,DI,0,8,IS,SHE
1,00-52330,N Baylis & Stone School,7/7/2004,1,DI,0,8,IS,SHE
1,00-52331,Baylis Dr,7/7/2004,1,DI,0,8,IS,SHE
1,00-52338,,,1,DI,0,8,AB,GRA
1,00-52344,PALMER DR,10/28/2002,1,DI,0,12,IS,GRA
1,00-52345,PALMER DR,10/28/2002,3,DI,0,8,IS,GRA
1,00-52346,PALMER DR,10/28/2002,3,DI,0,8,IS,GRA
1,00-52351,Enclave Ln,11/1/2004,3,DI,0,8,IS,WH
1,00-52352,Enclave Ln,11/1/2004,3,DI,0,6,IS,WH
1,00-52369,,,1,DI,0,8,AB,GRA
1,00-52370,,,1,DI,0,8,AB,GRA
1,00-52375,Linda Vista Ave,1/1/1930,2,CI,97,16,IS,WH
1,00-52376,Linda Vista Ave,1/1/1930,2,CI,567,16,IS,WH
1,00-52385,,,3,DI,0,6,IS,GRA
1,00-52389,Wheeler Park,,1,CI,0,16,AB,GRA
1,00-52394,BROADWAY PARK,5/3/2006,1,DI,0,10,IS,GRA
1,00-52395,BROADWAY PARK,5/3/2006,1,DI,0,10,IS,GRA
1,00-52396,BROADWAY PARK,5/3/2006,1,DI,0,10,IS,GRA
1,00-52397,BROADWAY PARK,5/3/2006,1,DI,0,10,IS,GRA
1,00-52400,,1/1/1920,1,CI,551,6,IS,GED
1,00-52404,Arborland Mall,9/11/1961,1,CI,0,8,AB,SHE
1,00-52414,,,3,DI,0,6,IS,GRA
1,00-52417,,,1,CI,0,8,AB,GED
1,00-52420,,,1,DI,0,8,AB,GED
1,00-52421,,,1,CI,0,8,AB,GED
1,00-52426,Stone Rd,10/1/1971,1,DI,73,8,IS,NEHEPRZ
1,00-52427,,,1,DI,0,8,AB,NEH
1,00-52428,,,1,DI,0,8,AB,NEH
1,00-52448,EARL SCHAFER CT,11/15/2001,1,DI,0,6,IS,NEH
1,00-52453,Hubbard St,10/1/1971,2,DI,0,16,IS,NEHEPRZ
1,00-52458,EARL SCHAFER CT,11/15/2001,1,DI,0,6,IS,NEH
1,00-52459,EARL SCHAFER CT,11/15/2001,1,DI,0,6,IS,NEH
1,00-52460,Draper Rd,9/1/1990,1,DI,0,10,IS,GED
1,00-52464,Draper Rd,9/1/1990,1,DI,0,10,IS,GED
1,00-52465,Draper Rd,9/1/1990,1,DI,0,10,IS,GED
1,00-52466,Draper Rd,9/1/1990,1,DI,0,10,IS,GED
1,00-52467,Draper Rd,9/1/1990,1,DI,0,10,IS,GED
1,00-52468,boardwalk near eisenhower,3/14/2005,1,DI,0,8,IS,SHE
1,00-52471,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52472,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52478,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52480,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52481,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52482,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52483,boardwalk near eisenhower,3/14/2005,3,DI,0,8,IS,SHE
1,00-52501,Leaird Dr,1/1/1950,1,CI,19,8,IS,NEH
1,00-52506,Plymouth Rd,10/1/1991,1,DI,0,12,IS,NEH
1,00-52515,Plymouth Rd,10/1/1991,1,DI,0,8,IS,NEH
1,00-52523,Newport Rd,3/15/1973,1,DI,0,16,IS,WH
1,00-52528,,7/1/1999,1,DI,0,8,IS,WH
1,00-52533,,,1,DI,0,8,AB,NEH
1,00-52534,,,1,DI,0,8,AB,NEH
1,00-52537,Alexandra Blvd,8/6/2004,1,DI,0,8,IS,WH
1,00-52539,,8/6/2004,1,DI,0,8,IS,WH
1,00-52544,,8/6/2004,1,DI,0,8,IS,WH
1,00-52547,,8/6/2004,1,DI,0,8,IS,WH
1,00-52549,victoria circle,8/6/2004,1,DI,0,8,IS,WH
1,00-52551,victoria circle,8/6/2004,1,DI,0,8,IS,WH
1,00-52555,,,3,DI,0,6,IS,NEH
1,00-52556,Northbury Condominiums,8/29/1973,1,DI,0,8,IS,NEH
1,00-52557,Northbury Condominiums,8/29/1973,1,DI,0,8,IS,NEH
1,00-52560,victoria circle,8/6/2004,1,DI,0,8,IS,WH
1,00-52561,victoria circle,8/6/2004,1,DI,0,8,IS,WH
1,00-52565,alexandra blvd.,8/6/2004,1,DI,0,8,IS,WH
1,00-52566,Alexandra Blvd,8/6/2004,1,DI,0,8,IS,WH
1,00-52575,,12/1/2004,1,DI,0,8,IS,NEH
1,00-52577,,12/1/2004,1,DI,0,8,IS,NEH
1,00-52579,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52581,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52582,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52583,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52585,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52587,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52589,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52594,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52595,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52596,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52597,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52599,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52600,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52612,dhu varren/carrot way,12/1/2004,1,DI,0,8,IS,NEH
1,00-52614,dhu varren/carrot way,12/1/2004,1,DI,0,8,IS,NEH
1,00-52615,dhu varren/carrot way,12/1/2004,1,DI,0,8,IS,NEH
1,00-52616,dhu varren/carrot way,12/1/2004,1,DI,0,8,IS,NEH
1,00-52618,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52620,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52622,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52625,dhu varren/carrot way,12/1/2004,1,DI,0,10,IS,NEH
1,00-52626,,1/1/1960,1,CI,0,12,AB,NEH
1,00-52627,,1/1/1960,1,CI,0,12,AB,NEH
1,00-52628,,1/1/1960,2,CI,0,12,IS,NEH
1,00-52631,upland drive,1/1/1990,1,CU,61,2,IS,NEH
1,00-52633,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52637,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52639,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52641,W Oakbrook W of Main,10/15/2004,1,DI,0,8,IS,WH
1,00-52656,,,1,DI,0,8,AB,GED
1,00-52657,,,1,DI,0,8,AB,GED
1,00-52217,,6/1/2003,1,DI,176,12,IS,SHE
1,00-52220,,3/1/2002,1,DI,0,8,IS,WH
1,00-52221,,1/1/1961,1,DI,0,8,AB,WH
1,00-52223,W Liberty & Burwood Ave,3/1/2002,1,DI,0,8,IS,WH
1,00-52234,Arbordale St,6/27/1961,1,DI,460,8,IS,WH
1,00-52324,,18860101,1,CI,0,8,IS,GRA
1,00-52325,,18860101,1,CI,0,8,IS,GRA
1,00-52484,Forsythe,6/1/1999,1,DI,5,12,IS,WH
1,00-52485,Forsythe,1/1/1950,1,CI,311,6,IS,WH
1,00-52488,Churchill Dr,7/22/1970,1,DI,0,8,IS,WH
1,00-52489,Churchill Dr,7/22/1970,1,DI,0,8,IS,WH
1,00-52490,Churchill Dr,7/22/1970,3,DI,0,6,IS,WH
