FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,Roughness,OperatingP,LiningDate,LiningCont,LiningAsbu,ProjectFun,JointUse,GlobalID,created_us,created_da,last_edite,last_edi_1,Replacemen,OBJECTID,WORKORDERI,DESCRIPTIO,EntityUid,EntityType,LOCATION_1,INITIATEDA,WOXCOORDIN,WOYCOORDIN,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Map_unit_s,Map_unit_n,Ph Rating,Shape_Length
00-03552,Barton Dr,1/1/1960 0:00,1,,,EST,AA,,3088,DI,0,46,,6,0,IS,,,GBurda,6/14/2021 0:00,NEHWPRZ,,,0,,,,,,,{BC32B9AB-8068-4C1F-88B1-2DD0D26B33B8},,,,,,27,339896,Water Main Repair Break,00-03552,WWATERMAIN,,3/25/2013 0:00,-9321432.951,5206091.762,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,46.411863
00-03861,Glen Ave,1/1/1906 0:00,1,,,EST,AA,,,CI,0,373,,6,0,IS,,,gburda,12/2/2022 0:00,GRA,,,0,,,,,,,{0DB92385-4387-421F-80B9-32DE25983726},,,,,,1008,865968,Water Main Repair Break,00-03861,WWATERMAIN,Glen Ave,8/7/2023 0:00,-9321409.889,5203509.441,MI161,13,WawabE,191649,WawabE,"Wawasee loam, 18 to 25 percent slopes",7.2,373.3796582
00-04005,,1/1/1897 0:00:00,1,,,,AA,,,CI,0,13,,6,0,IS,,,gburda,5/18/2020 0:00,GRA,,,0,,,,,,,{5CBF94E1-D60E-4C93-8B5E-DF19A2743D0D},,,GBURDA,7/24/2023 0:00,,1017,870038,Water Main Repair Break,00-04005,WWATERMAIN,,8/30/2023 0:00,-9321405.88,5203279.84,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,12.50526305
00-04071,Glen Ave,1/1/1891 0:00:00,1,,,EST,AA,Updated per MCI survey 3/19/2019,,CI,0,295,,6,0,IS,,,gburda,5/19/2020 0:00,GRA,,,0,,,,,,,{B863038F-8D4B-4B25-8521-448517889FE5},,,,,,764,701661,Water Main Repair Break,00-04071,WWATERMAIN,Glen Ave,2/14/2021 0:00,-9321405.857,5203424.083,MI161,13,WawabE,191649,WawabE,"Wawasee loam, 18 to 25 percent slopes",7.2,294.6591119
00-04013,E Huron St,1/1/1920 0:00,1,,,EST,AA,,,CI,0,105,,12,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{D2AAE227-1A23-4A7D-8384-2859D0F686D3},,,GBURDA,4/17/2023 0:00,,781,713293,Water Main Repair Break,00-04013,WWATERMAIN,,5/6/2021 0:00,-9321422.096,5203211.736,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,104.5919616
00-04234,E Ann St,1/1/1892 0:00:00,1,,,EST,AA,,,CI,0,176,,6,0,AB,,,Mhayosh,12/22/2021 0:00,GED,,,0,,,,,,,{FA40DC9D-4D6F-4773-AC51-864789CF59E0},,,,,,93,382601,Water Main Repair Break,00-04234,WWATERMAIN,,1/28/2014 0:00,-9321055.862,5203370.805,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,176.2910472
00-04308,,1/1/1920 0:00,1,,,,AA,,3691,CI,0,486,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{61B15086-357D-44CB-A8ED-5E301811C7F3},,,,,,477,554703,Water Main Repair Break,00-04308,WWATERMAIN,,1/10/2018 0:00,-9323915.226,5200727.49,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,486.2002762
00-04364,,1/1/1920 0:00,1,,,,AA,,3718,CI,0,377,,6,0,IS,,,EtMiller,6/30/2022 0:00,WH,,,0,,,,,,,{39278D32-F71D-483D-ABC2-173252351E2C},,,,,,125,385267,Water Main Repair Break,00-04364,WWATERMAIN,,3/3/2014 0:00,-9323645.749,5200917.725,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,376.56272
00-04481,,1/1/1920 0:00,1,,,,AA,,,CI,0,143,,6,0,IS,,,EtMiller,3/13/2020 0:00,WH,,,0,,,,,,,{83F2EE83-A23D-4937-8307-6A74E9EF8E2A},,,,,,472,554095,Water Main Repair Break,00-04481,WWATERMAIN,,12/29/2017 0:00,-9323789.081,5201748.317,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,142.9489587
00-04581,,1/1/1950 0:00,1,,,,AA,,3892,CI,0,144,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{D84DEC08-CB84-44A2-8924-DA60DAC86886},,,,,,908,797378,Water Main Repair Break,00-04581,WWATERMAIN,,7/28/2022 0:00,-9324471.859,5204663.232,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,144.1718301
00-04591,Red Oak Rd,1/1/1950 0:00,1,,,EST,AA,,3896,CI,0,47,,6,0,IS,,,gburda,1/12/2023 0:00,WH,,,0,,,,,,,{30A13C4C-288A-47AB-A47B-E2FC8207ACC2},,,,,,36,353560,Water Main Repair Break,00-04591,WWATERMAIN,,6/10/2013 0:00,-9324381.219,5205019.852,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,46.91298297
00-04596,,1/1/1950 0:00,1,,,,AA,,3901,CI,0,49,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{09CC7B5E-A67F-4BA5-8411-2835BB3094D1},,,,,,172,424193,Water Main Repair Break,00-04596,WWATERMAIN,,10/7/2014 0:00,-9324293.003,5204927.949,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,48.70614448
00-04604,,1/1/1950 0:00,1,,,,AA,,3908,CI,0,30,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{90A2B17D-3F99-492E-A326-5903299CC274},,,,,,183,429172,Water Main Repair Break,00-04604,WWATERMAIN,,11/21/2014 0:00,-9324873.775,5204840.046,MI161,13,Br,191614,Br,Brookston loam,7.2,29.84297195
00-04617,,9/12/1960 0:00,1,AA,A107W-W,,AA,,,CI,0,46,,4,0,IS,,,EtMiller,11/25/2019 0:00,GRA,,,0,,,,,,,{C49FADE3-163E-4204-89F6-71271101D898},,,,,,133,386222,Water Main Repair Break,00-04617,WWATERMAIN,,3/13/2014 0:00,-9324278.345,5204274.549,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,45.97933264
00-04657,,1/1/1950 0:00,1,,,,AA,,3954,CI,0,341,,8,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{E6C81174-1FC6-484E-9C7A-DF7B50234AA9},,,,,,200,434185,Water Main Repair Break,00-04657,WWATERMAIN,,1/12/2015 0:00,-9324685.358,5204323.667,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,340.9132206
00-04751,E Summit St,1/1/1940 0:00,2,AA,,,AA,,4025,CI,0,370,,16,0,IS,,,EtMiller,11/3/2021 0:00,GRA,,,0,,,,,,,{D102BECC-CDA4-41CC-937E-18DA44E59C91},,,,,,43,361112,Water Main Repair Break,00-04751,WWATERMAIN,,7/25/2013 0:00,-9322590.571,5204234.138,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,370.3937021
00-04757,,1/1/1960 0:00,2,AA,,,AA,,4030,DI,0,40,,16,0,IS,,,EtMiller,6/3/2022 0:00,GED,,,0,,,,,,,{A01C869B-A2EF-4860-B15A-BF6E8A2C4FD3},,,,,,676,644158,Water Main Repair Break,00-04757,WWATERMAIN,,2/16/2020 0:00,-9322701.671,5204279.623,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,39.78021777
00-04773,,5/16/1963 0:00,1,,A201W-W,,AA,,4043,CI,0,503,,6,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{48639253-B3A3-4891-A3C0-CD3D53309EB3},,,,,,407,517650,Water Main Repair Break,00-04773,WWATERMAIN,,2/2/2017 0:00,-9322900.68,5204600.039,MI161,13,MmF,191650,MmF,"Miami loam, 25 to 35 percent slopes",6.7,502.5368886
00-04801,Depot St,1/1/1886 0:00:00,1,,,,AA,,4063,CI,0,223,,8,0,IS,,,gburda,10/7/2021 0:00,GRA,,,0,,,,,,,{ABFB8745-CB01-44B6-97CD-8F36FCA50668},,,,,,239,438095,Water Main Repair Break,00-04801,WWATERMAIN,,3/10/2015 0:00,-9322341.131,5204195.057,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,223.0468192
00-04805,,1/1/1886 0:00:00,1,,,,AA,,4065,CI,0,81,,8,0,IS,,,EtMiller,6/3/2022 0:00,GRA,,,0,,,,,,,{E116DCB7-5434-4D68-850F-CD88EAC5E3FF},,,,,,240,438095,Water Main Repair Break,00-04805,WWATERMAIN,,3/10/2015 0:00,-9322341.131,5204195.057,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,81.25292662
00-04809,Depot St,1/1/1886 0:00:00,1,,,EST,AA,,,CI,0,117,,8,0,IS,,,gburda,10/7/2021 0:00,GRA,,,0,,,,,,,{AC63803B-5B16-4090-90FD-F27AD61C3F57},,,,,,61,371980,Water Main Repair Break,00-04809,WWATERMAIN,,9/24/2013 0:00,-9322450.985,5204249.622,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,117.4505689
00-04890,,1/1/1930 0:00,1,,,,AA,,,CI,0,289,,12,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{BC78EA20-D230-4C21-96DB-598624644627},,,,,,114,382795,Water Main Repair Break,00-04890,WWATERMAIN,,1/30/2014 0:00,-9319870.125,5202039.744,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,288.903743
00-04882,Geddes Ave,2/10/1972 0:00,2,AA,A446W-W,ASBUILT,AA,,4159,DI,0,329,,16,0,IS,,,CTurkington,4/23/2019 0:00,GED,,,0,,,,,,,{F8AD7479-4704-4977-91E6-7474B2B7A3C8},,,ETMILLER,7/31/2023 0:00,,998,859676,Water Main Repair Break,00-04882,WWATERMAIN,,6/28/2023 0:00,-9319880.986,5202304.684,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,328.673439
00-05011,Washtenaw Ave,1/1/1889 0:00:00,1,,,EST,AA,,,CI,0,311,,6,0,IS,,,GBurda,12/20/2019 0:00,GED,,,0,,,,,,,{7CDC2A84-0C82-4D6A-AC96-328D55D69B6D},,,,,,876,765861,Water Main Repair Break,00-05011,WWATERMAIN,Washtenaw Ave,2/10/2022 0:00,-9320701.622,5202016.866,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,310.976165
00-05072,,1/1/1910 0:00,1,,,,AA,,,CI,0,165,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{F1A03370-7D79-4DDA-AFA9-5846729C2AED},,,,,,1007,865683,Water Main Repair Break,00-05072,WWATERMAIN,,8/4/2023 0:00,-9320082.22,5202056.01,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,165.3898263
00-05093,Linden St,1/1/1900 0:00,1,,,EST,AA,,,CI,0,459,,6,0,IS,,,EtMiller,11/5/2021 0:00,GED,,,0,,,,,,,{EA2FF1E5-9EB6-453D-A3DA-81620CED6AA9},,,,,,1014,869163,Water Main Repair Break,00-05093,WWATERMAIN,,8/24/2023 0:00,-9320615.35,5202294.5,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,458.8016199
00-05112,Geddes Ave,1/1/1905 0:00,1,,,EST,AA,,,CI,0,593,,6,0,IS,,,MModson,4/14/2020 0:00,GED,,,0,,,,,,,{6A148A5C-F989-47F9-9FB2-00B2C5A41197},,,GBURDA,6/23/2023 0:00,,884,769124,Water Main Repair Break,00-05112,WWATERMAIN,Geddes Ave,3/1/2022 0:00,-9320893.813,5202643.093,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,592.8163439
00-05197,Eberwhite Blvd,1/1/1920 0:00,1,,,EST,AA,,,CI,0,288,,6,0,IS,,,jroberts,8/27/2020 0:00,WH,,,0,,,,,,,{893A9014-5228-4E5B-B128-A2D2D0A8B93E},,,,,,873,765432,Water Main Repair Break,00-05197,WWATERMAIN,Eberwhite Blvd,2/7/2022 0:00,-9324286.22,5202275.506,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,288.3937887
00-05203,Madison Pl,1/1/1950 0:00,1,,,EST,AA,,,CI,0,313,,6,0,IS,,,kbemish,1/27/2023 0:00,WH,,,0,,,,,,,{B1A1C8FB-3CB9-4CED-9EFD-39C362D194A1},,,,,,138,386702,Water Main Repair Break,00-05203,WWATERMAIN,,3/18/2014 0:00,-9324076.992,5201835.406,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,331.5224024
00-05246,,1/1/1907 0:00,1,,,,AA,,,CI,0,11,,6,0,AB,,,EtMiller,9/23/2021 0:00,GRA,,,0,,,,,,,{68C77142-9962-4F22-ADD3-0F25AE4D0DE6},,,,,,275,470154,Water Main Repair Break,00-05246,WWATERMAIN,,10/14/2015 0:00,-9324279.732,5202629.238,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,10.64847229
00-05313,Fair St,4/20/1960 0:00,1,,A131W-W,ASBUILT,AA,,,CI,0,425,,6,0,IS,,,gburda,5/8/2020 0:00,WH,,,0,,,,,,,{61B84FC4-3881-4118-90B2-023EAA003047},,,,,,651,633818,Water Main Repair Break,00-05313,WWATERMAIN,,11/25/2019 0:00,-9325015.765,5202755.696,MI161,13,Fd,191621,Fd,Fill land,0,425.4536383
00-05283,,1/1/1970 0:00,2,AA,,,AA,,,ST,0,210,,12,0,AB,,,EtMiller,9/20/2021 0:00,WH,,,0,,,,,,,{398C69F3-DA58-4C92-8801-C094C6922CB5},,,ETMILLER,6/22/2023 0:00,,258,459002,Water Main Repair Break,00-05283,WWATERMAIN,,6/23/2015 0:00,-9324444.597,5202575.302,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,209.6424126
00-05321,,1/1/1910 0:00,1,,,,AA,,,CI,0,230,,6,0,AB,,,EtMiller,9/23/2021 0:00,WH,,,0,,,,,,,{6CE25AC9-C73E-4871-8F3B-CB4210D437B7},,,,,,54,371067,Water Main Repair Break,00-05321,WWATERMAIN,,9/17/2013 0:00,-9324403.945,5202589.567,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,230.0462095
00-05384,,1/1/1910 0:00,1,,,,AA,,,CI,0,131,,6,0,AB,,,EtMiller,9/23/2021 0:00,GRA,,,0,,,,,,,{0CCA0074-3D88-4343-873E-E3DEC04B285B},,,,,,38,357186,Water Main Repair Break,00-05384,WWATERMAIN,,7/1/2013 0:00,-9324357.367,5202602.856,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,131.2430354
00-05385,,1/1/1910 0:00,1,,,,AA,,,STL,0,17,,6,0,AB,,,EtMiller,9/23/2021 0:00,WH,,,0,,,,,,,{C748FBB4-6B25-467A-B554-A6CF9FB5F853},,,,,,40,359149,Water Main Repair Break,00-05385,WWATERMAIN,,7/18/2013 0:00,-9324371.793,5202598.832,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,17.36657913
00-05387,W Madison St,1/1/1940 0:00,1,,,EST,AA,,,CI,0,400,,6,0,IS,,,GBurda,10/3/2019 0:00,WH,,,0,,,,,,,{040E1ECB-588F-4C45-8786-54CA7316D960},,,,,,611,606521,Water Main Repair Break,00-05387,WWATERMAIN,,5/10/2019 0:00,-9324181.104,5202048.287,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,399.8378046
00-05564,Coler Rd,1/1/1940 0:00,1,,,EST,AA,,,CI,0,649,,6,0,IS,,,gburda,1/31/2022 0:00,SHE,,,0,,,,,,,{50DDCDBD-5470-4466-9AA6-C48912526AAC},,,,,,408,517676,Water Main Repair Break,00-05564,WWATERMAIN,,2/3/2017 0:00,-9320690.853,5199717.855,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,649.2359255
00-05578,,1/1/1930 0:00,1,,,,AA,,,CI,0,136,,6,0,IS,,,EtMiller,6/30/2022 0:00,SHE,,,0,,,,,,,{8D908FC2-20F3-4E95-ADEE-00EB0BDAE551},,,,,,4,333304,Water Main Repair Break,00-05578,WWATERMAIN,,1/7/2013 0:00,-9320114.353,5199943.774,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,136.1106343
00-05595,Brockman Blvd,1/1/1940 0:00,1,,,EST,AA,,,CI,0,213,,12,0,IS,,,gburda,7/28/2021 0:00,SHE,,,0,,,,,,,{7A7AF62E-F8AE-47E5-916D-15A382D8291A},,,,,,621,612333,Water Main Repair Break,00-05595,WWATERMAIN,Brockman Blvd,6/19/2019 0:00,-9320065.728,5199784.963,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,212.549612
00-05663,,1/1/1950 0:00,1,,,,AA,,4688,CI,0,87,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{59F3D758-3222-4DF7-B205-03426793CBCF},,,,,,92,380854,Water Main Repair Break,00-05663,WWATERMAIN,,1/9/2014 0:00,-9324171.244,5204751.56,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,86.9338753
00-05688,Mixtwood Rd,1/1/1930 0:00,1,,,EST,AA,,4709,CI,0,485,,6,0,IS,,,EtMiller,6/9/2022 0:00,WH,,,0,,,,,,,{2898D3D9-A6F2-4D12-B83A-9828D8E84DC8},,,,,,322,479246,Water Main Repair Break,00-05688,WWATERMAIN,,2/3/2016 0:00,-9324050.738,5204730.823,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,484.6635154
00-05737,Robin Rd,1/1/1950 0:00,1,,,EST,AA,,4753,CI,0,391,,6,0,IS,,,EtMiller,6/9/2022 0:00,WH,,,0,,,,,,,{4A038E03-D593-4832-B895-B098397E6A89},,,,,,958,823706,Water Main Repair Break,00-05737,WWATERMAIN,Robin Rd,12/27/2022 0:00,-9323961.804,5205060.096,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,390.8610498
00-05738,Robin Rd,1/1/1940 0:00,1,,,EST,AA,,,CI,0,478,,4,0,IS,,,gburda,4/6/2020 0:00,WH,,,0,,,,,,,{3AFDBB0D-44AE-456D-9DA4-6DFA530153EF},,,,,,99,382703,Water Main Repair Break,00-05738,WWATERMAIN,,1/29/2014 0:00,-9323604.102,5205059.648,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,478.1935382
00-05740,Bydding Rd,1/1/1940 0:00,1,,,EST,AA,,,CI,0,288,,6,0,IS,,,gburda,4/6/2020 0:00,WH,,,0,,,,,,,{F7AF89CF-4093-4A83-8E50-ADE5219E1333},,,,,,479,555053,Water Main Repair Break,00-05740,WWATERMAIN,,1/17/2018 0:00,-9323697.441,5204982.887,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,288.2887041
00-05741,Cressfield Ln,1/1/1940 0:00,1,,,EST,AA,,,CI,0,242,,3,0,IS,,,gburda,4/6/2020 0:00,WH,,,0,,,,,,,{C5C89D20-606A-445F-AEBE-51EAD30B7C73},,,,,,308,477351,Water Main Repair Break,00-05741,WWATERMAIN,,1/21/2016 0:00,-9323594.322,5204930.116,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,242.129311
00-05750,Miner St,1/1/1920 0:00,1,,,,AA,,4766,CI,0,632,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{51D4E229-7365-4BD2-A945-9485FECCEDC2},,,ETMILLER,7/31/2023 0:00,,746,691868,Water Main Repair Break,00-05750,WWATERMAIN,,12/31/2020 0:00,-9323660.724,5204762.389,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,632.3963761
00-05763,Fountain St,1/1/1950 0:00,1,,,EST,AA,,4779,CI,0,755,,6,0,IS,,,EtMiller,7/22/2021 0:00,WH,,,0,,,,,,,{5910AC1F-2C03-49BE-A75A-5E3C09FB9A32},,,,,,742,690862,Water Main Repair Break,00-05763,WWATERMAIN,Fountain St,12/19/2020 0:00,-9323473.864,5204756.979,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,754.8130345
00-05892,,1/1/1920 0:00,1,,,,AA,,,CI,0,423,,6,0,IS,,,EtMiller,6/30/2022 0:00,NEHWPRZ,,,0,,,,,,,{7B2B2A69-7C0F-42D1-8551-E38F787854F7},,,,,,678,645597,Water Main Repair Break,00-05892,WWATERMAIN,,2/27/2020 0:00,-9321649.586,5204453.615,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,422.8014561
00-05916,Moore St,1/1/1886 0:00:00,1,,,,AA,,4898,CI,0,264,,6,0,IS,,,EtMiller,1/31/2023 0:00,NEHWPRZ,,,0,,,,,,,{9B095A38-A76F-4671-936C-2F0A64C1A732},,,,,,1010,868155,Water Main Repair Break,00-05916,WWATERMAIN,Moore St,8/17/2023 0:00,-9321778.5,5204576.32,MI161,13,BnF,191612,BnF,"Boyer loamy sand, 25 to 50 percent slopes",7.3,263.7021707
00-07045,Packard St,1/1/1910 0:00,1,,,,AA,,,CI,0,25,,12,0,IS,,,EtMiller,8/18/2022 0:00,GRA,,,0,,,,,,,{E2B6727A-3A58-4D6C-A9BC-50E189FCCD1C},,,,,,729,688818,Water Main Repair Break,00-07045,WWATERMAIN,Packard St,12/3/2020 0:00,-9321174.303,5200663.324,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,82.23564876
00-07079,White St,1/1/1920 0:00,1,,,EST,AA,,6424,CI,0,67,,6,0,IS,,,GBurda,9/17/2020 0:00,GRA,,,0,,,,,,,{16E5E8D4-17D5-4ADF-8FC5-A80D665C73E6},,,,,,595,599259,Water Main Repair Break,00-07079,WWATERMAIN,,3/2/2019 0:00,-9321813.001,5200629.782,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,66.69892918
00-07079,,1/1/1920 0:00,1,,,EST,AA,,,CI,0,257,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{BE2D6051-F0F9-4093-A79A-F57BBE62BD0A},,,,,,595,599259,Water Main Repair Break,00-07079,WWATERMAIN,,3/2/2019 0:00,-9321813.001,5200629.782,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,257.0143396
00-07122,,1/1/1920 0:00,1,,,,AA,,,CI,0,259,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{815BF8D6-D90B-45C8-AF72-CA40CC2F4E9D},,,,,,716,685607,Water Main Repair Break,00-07122,WWATERMAIN,,10/30/2020 0:00,-9321606.1,5200466.185,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,259.0265266
00-07257,Henry St,1/1/1920 0:00,1,,,,AA,,,CI,0,255,,6,0,IS,,,EtMiller,6/30/2022 0:00,GRA,,,0,,,,,,,{8D7A9483-A1BD-4488-9866-304765359848},,,ETMILLER,7/31/2023 0:00,,985,838880,Water Main Repair Break,00-07257,WWATERMAIN,,4/10/2023 0:00,-9321275.72,5200240.313,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,255.3398575
00-05246,,1/1/1907 0:00,1,,,,AA,,,CI,0,573,,6,0,AB,,,EtMiller,9/23/2021 0:00,GRA,,,0,,,,,,,{14AA6144-3592-4A65-86D5-D74E8402910A},,,,,,275,470154,Water Main Repair Break,00-05246,WWATERMAIN,,10/14/2015 0:00,-9324279.732,5202629.238,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,572.5827984
00-07420,,1/1/1950 0:00,1,,,,AA,,5838,CI,0,671,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{30BD2421-EE23-47E8-8FEB-7AB3B7B50542},,,,,,469,553598,Water Main Repair Break,00-07420,WWATERMAIN,,12/19/2017 0:00,-9324195.997,5204726.197,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,670.7486454
00-04596,,1/1/1950 0:00,1,,,,AA,,5839,CI,0,282,,6,0,IS,,,EtMiller,6/3/2022 0:00,WH,,,0,,,,,,,{4B0C30B4-FB47-4B5E-B259-42A5C4CC74C7},,,,,,172,424193,Water Main Repair Break,00-04596,WWATERMAIN,,10/7/2014 0:00,-9324293.003,5204927.949,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,282.3336571
00-07429,Brooks St,1/1/1950 0:00,1,,,,AA,,5847,CI,0,353,,6,0,IS,,,EtMiller,6/9/2022 0:00,WH,,,0,,,,,,,{810C843F-4252-45F0-AAA5-C536922569B0},,,,,,409,517684,Water Main Repair Break,00-07429,WWATERMAIN,,2/3/2017 0:00,-9323931.397,5204948.058,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,353.2679972
00-05684,Brooks St,1/1/1950 0:00,2,AA,,,AA,,5849,CI,0,802,,16,0,IS,,,EtMiller,6/9/2022 0:00,GRA,,,0,,,,,,,{3D8D7B9E-93D9-4695-8B0B-1791CFFEBC73},,,,,,1006,865678,Water Main Repair Break,00-05684,WWATERMAIN,Brooks St,8/4/2023 0:00,-9323933.71,5204864.1,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,801.7542992
00-04708,,1/1/1960 0:00,1,,,,AA,,5874,DI,0,43,,6,0,IS,,,EtMiller,6/3/2022 0:00,NEHWPRZ,,,0,,,,,,,{4FC82C6A-1AB6-4ACA-AF4D-108AF91811E7},,,,,,1016,869526,Water Main Repair Break,00-04708,WWATERMAIN,,8/28/2023 0:00,-9321992.14,5204696.56,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,42.51543837
00-07501,,1/1/1910 0:00,1,,,,AA,,,CI,0,329,,6,0,IS,,,EtMiller,6/30/2022 0:00,GED,,,0,,,,,,,{58570ADF-2901-4A89-ACBE-5FEB22CE09F6},,,,,,920,805274,Water Main Repair Break,00-07501,WWATERMAIN,,9/21/2022 0:00,-9320460.363,5201143.999,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,329.4095803
